hour_ended,P Cl mg/l,P water flux mm/day,Q Cl mg/l,Q water flux mm/day,ET0 mm/day,S mm
1998-12-23,7.1,10.25,10.2,8.402405027932959,0.0,18.204239939929074
1998-12-24,7.1,36.75,10.2,16.152988826815644,0.050796061126005376,29.59980776283534
1998-12-25,7.1,27.25,10.2,26.06860055865922,0.14914635952273506,34.24568763158165
1998-12-26,7.1,11.25,10.2,14.967905027932966,0.3567744420150878,26.82160707289323
1998-12-27,7.1,5.5,10.2,9.606041899441342,0.11172778631316832,20.240498412164214
1998-12-28,7.1,3.5,10.2,7.631648044692737,0.0054197194309411455,16.573248173583995
1998-12-29,7.1,6.75,10.2,6.485882681564248,0.14762603018926812,13.740385145809544
1998-12-30,7.1,2.25,10.2,5.820486033519553,0.13722326049287972,12.041094270919366
1998-12-31,7.1,1.5,10.2,4.765826815642456,0.3359991277396372,8.551228843258764
1999-01-01,7.1,16.0,10.2,4.783600558659218,0.12682899066569947,8.065793819795465
1999-01-02,7.1,16.25,10.2,9.550206703910613,0.1975400705877876,19.828707848946603
1999-01-03,7.1,30.5,10.2,14.700720670391064,0.1368053073893016,25.910410142346638
1999-01-04,7.1,3.5,10.2,15.701053072625694,0.21255156976233208,28.84560888431137
1999-01-05,7.1,11.0,10.2,12.591779329608936,0.08141853805548385,24.221921108030838
1999-01-06,3.6,22.25,8.4,15.620555865921789,0.06340887838186156,27.745309230448452
1999-01-07,3.6,15.75,8.4,15.704497206703913,0.073520917156248,27.75750421637293
1999-01-08,3.6,2.5,8.4,10.527259776536312,0.0,21.773685079525407
1999-01-09,3.6,0.75,8.4,7.295379888268157,0.16165620178936052,15.909480461990954
1999-01-10,0.0,0.0,8.4,5.56026536312849,0.0,11.301664911551306
1999-01-11,3.6,0.4999999999999999,8.4,4.50123184357542,0.2394387808271632,7.549723775643464
1999-01-12,3.6,16.75,8.4,8.043385474860335,0.08821607626289965,17.927833527057054
1999-01-13,4.2,28.5,8.0,14.993321229050279,0.15058185597017176,27.77068090339661
1999-01-14,4.2,8.0,8.0,11.915145251396648,0.2452625804533456,23.50537832657442
1999-01-15,4.2,70.25,8.0,47.32325698324022,0.15530611532677255,43.276263167220705
1999-01-16,4.2,5.5,8.0,24.125178770949717,0.12025329922900115,35.00086277712185
1999-01-17,4.2,9.75,8.0,10.66437150837989,0.029535301544295275,21.72212645817299
1999-01-18,4.2,24.500000000000004,8.0,14.90575977653631,0.12685871740277382,27.129106725249763
1999-01-19,4.2,20.75,8.0,19.047067039106146,0.12509068225398506,30.162903212163183
1999-01-20,2.8,7.5,8.1,13.159910614525142,0.05273457714376047,25.03833568761807
1999-01-21,2.8,0.4999999999999999,8.1,8.477346368715086,0.053817101167784494,18.375167360252487
1999-01-22,0.0,0.0,8.1,6.182547486033518,0.28371251719321033,13.119270832755394
1999-01-23,2.8,7.5,8.1,5.574645251396649,0.04092527678797658,11.219817336082153
1999-01-24,2.8,14.75,8.1,5.140055865921788,0.16519341483031882,9.189146176569713
1999-01-25,2.8,32.25,8.1,26.26207541899442,0.18031157440766593,34.98377390967813
1999-01-26,2.8,23.0,8.1,17.669162011173185,0.09747223893674542,29.540376762062213
1999-01-27,3.4,34.25,7.8,16.327357541899442,0.1757351848640144,27.266103404355373
1999-01-28,3.4,43.0,7.8,47.809558659217885,0.3017208880526823,42.69450120489079
1999-01-29,3.4,0.4999999999999999,7.8,10.775614525139666,0.1239920987356126,22.318491186218086
1999-01-30,0.0,0.0,7.8,6.953832402234635,0.20571236212117833,15.134018034475265
1999-01-31,0.0,0.0,7.8,5.299391061452514,0.1329272986473752,10.472834196053881
1999-02-01,3.4,0.24999999999999994,7.8,4.3176620111731845,0.050788840181373265,6.801200998322575
1999-02-02,3.4,0.24999999999999994,7.8,3.6614413407821234,0.251901448784867,3.7500742719669775
1999-02-03,9.7,1.7499999999999998,8.0,3.2194860335195528,0.2404256340136605,1.2639803679477517
1999-02-04,9.7,2.75,8.0,3.007684357541899,0.20907105269600854,-0.017328513067275897
1999-02-05,9.7,12.75,8.0,3.1541229050279336,0.2840857662615369,0.6678320916750914
1999-02-06,9.7,23.5,8.0,7.070832402234638,0.15735690240332148,17.351286257573754
1999-02-07,9.7,0.9999999999999998,8.0,5.351153631284916,0.25902949019350485,11.161883634776013
1999-02-08,9.7,1.75,8.0,3.9757374301675967,0.0,5.314863176500588
1999-02-09,9.7,1.5,8.0,3.3660754189944133,0.0,2.1509528105227345
1999-02-10,1.9,1.5,7.6,2.9919469273743013,0.040710922222053435,-0.13591316711983442
1999-02-11,0.0,0.0,7.6,2.7390167597765362,0.09617260676176026,-1.891379853206855
1999-02-12,1.9,4.75,7.6,2.6925586592178767,0.21467935159456927,-2.475455917671189
1999-02-13,1.9,0.4999999999999999,7.6,3.2517653631284915,0.09415651116637304,1.508661093195114
1999-02-14,1.9,6.0,7.6,3.2517905027932965,0.258610232344668,1.4001284127294409
1999-02-15,1.9,0.7499999999999998,7.6,3.02405027932961,0.1941824571970054,0.17517597466864804
1999-02-16,1.9,2.25,7.6,2.737030726256984,0.7213361232426092,-1.8730119143330275
1999-02-17,3.0,16.25,8.0,3.7649664804469283,0.3100366693607306,4.788567958407582
1999-02-18,3.0,24.5,8.0,8.28444972067039,0.15381087618042388,19.511877812847
1999-02-19,3.0,37.0,8.0,38.13800279329608,0.16384912353562278,39.98300994678815
1999-02-20,0.0,0.0,8.0,9.342226256983238,0.3701014649033968,20.23418170596822
1999-02-21,3.0,25.0,8.0,13.663181564245805,0.2671645171743935,25.59027033559705
1999-02-22,3.0,7.5,8.0,8.02563687150838,0.37680601336612335,17.488469605885047
1999-02-23,3.0,10.5,8.0,6.047421787709498,0.21841832544120762,12.415042936296455
1999-02-24,1.4,5.25,4.1,9.645108938547486,0.11216675213957283,20.403300855997035
1999-02-25,1.4,10.0,4.1,6.684837988826816,0.3491420920524066,13.993360743843073
1999-02-26,1.4,11.0,4.1,10.498474860335195,0.22241743275537115,21.51260571396771
1999-02-27,1.4,3.75,4.1,7.093709497206705,0.4662464597457977,15.432445622617225
1999-02-28,1.4,40.0,4.1,19.11753351955307,0.26334013552755825,33.08565381654528
1999-03-01,1.4,58.0,4.1,57.36730726256982,0.16418063192117024,45.15030516676683
1999-03-02,1.4,74.25,4.1,81.00382122905026,0.20167724756127525,47.419602466080335
1999-03-03,7.1,16.0,7.4,21.6877877094972,0.3272058754616389,32.11128399616711
1999-03-04,7.1,4.0,7.4,11.466653631284911,0.4001427508683263,23.18687641229811
1999-03-05,7.1,1.5,7.4,7.384072625698324,0.41149136632079786,16.12107321895418
1999-03-06,7.1,4.5,7.4,5.649511173184358,0.28151039320191085,11.54989917400573
1999-03-07,7.1,3.25,7.4,4.811606145251396,0.3886655676530293,8.683580552528616
1999-03-08,7.1,2.5,7.4,4.201466480446927,0.07407442931899029,6.263827948790747
1999-03-09,7.1,0.4999999999999999,7.4,3.5996983240223464,0.2973982705636603,3.44369249046614
1999-03-10,0.0,0.0,7.0,3.1600810055865924,0.33499352728169857,0.9330900389584011
1999-03-11,9.325209374571173,0.4999999999999999,7.0,2.8430949720670395,0.1265659834400909,-1.1617251469643486
1999-03-12,16.062385576094698,0.24999999999999994,7.0,2.5922513966480447,0.5669026065994075,-2.9453489033718903
1999-03-13,1.1412180969543841,0.24999999999999994,7.0,2.3242877094972068,1.0624190980689976,-5.1780221399611
1999-03-14,0.0,0.0,7.0,2.141572625698324,0.6221767333228422,-6.872091626842706
1999-03-15,0.0,0.0,7.0,1.953703910614526,1.074914968631668,-8.793121156847153
1999-03-16,1.1221042866110649,0.24999999999999994,7.0,1.822097765363128,1.3258756440094521,-10.300863835056852
1999-03-17,0.0,0.0,7.5,1.6572318435754188,1.9580282562821496,-12.345613291683149
1999-03-18,6.2,0.7499999999999998,7.5,1.5879720670391055,1.0276648788599307,-13.339766823841432
1999-03-19,0.0,0.0,7.5,1.4979720670391063,0.8515603952122351,-14.599733668827193
1999-03-20,6.2,3.0,7.5,1.4142318435754189,0.7525752862110155,-16.014872535126248
1999-03-21,6.2,27.500000000000004,7.5,4.690282122905028,0.2609837979793507,9.064952002494014
1999-03-22,6.2,8.75,7.5,2.9729916201117317,0.8002057129080737,-0.35054439057343273
1999-03-23,0.0,0.0,7.5,3.0954469273743017,0.5730422535146231,1.0552232375347221
1999-03-24,1.8,0.9999999999999998,7.0,2.418284916201117,0.27689230956090405,-4.328034278566304
1999-03-25,1.8,9.0,7.0,2.736276536312849,0.23975244606667898,-2.0495454420062083
1999-03-26,1.8,15.499999999999998,7.0,3.905120111731844,0.6494806567556769,4.986223198473423
1999-03-27,1.8,0.9999999999999998,7.0,4.961312849162011,1.1268126906219558,10.095585549839008
1999-03-28,1.8,0.24999999999999994,7.0,3.2621229050279337,1.1742524325454695,1.6327454878869143
1999-03-29,1.8,19.5,7.0,8.964276536312852,0.7312038693779235,21.42450944711722
1999-03-30,1.8,0.7499999999999998,7.0,4.775254189944133,1.3406729710839205,8.866762261130377
1999-03-31,3.4,0.24999999999999994,7.1,3.6759217877094974,0.9408221685238712,3.88871754221238
1999-04-01,0.0,0.0,7.1,3.077371508379888,1.7152090060465988,0.4746241411956542
1999-04-02,3.4,4.0,7.1,2.801287709497206,0.5741929367371796,-1.4461679975075863
1999-04-03,3.4,0.4999999999999999,7.1,2.4863128491620112,0.5670547778953299,-3.795001281275713
1999-04-04,3.4,8.0,7.1,2.5954189944134085,0.7055285090100971,-3.0656013216162963
1999-04-05,3.4,4.5,7.1,2.6273212290502794,0.4763489292523212,-2.66146632906746
1999-04-06,3.4,15.0,7.1,4.6469916201117325,0.5604258204663946,8.195662837900464
1999-04-07,3.4,6.0,7.1,4.801550279329609,0.5334429751061806,8.905431536448909
1999-04-08,0.0,0.0,7.1,3.6995027932960887,1.4972088580180305,3.99828345504548
1999-04-09,0.0,0.0,7.1,3.1758687150837983,1.3975511373942335,1.0449947818009646
1999-04-10,3.4,5.75,7.1,3.0815949720670397,0.8859305692872035,0.4247907038155265
1999-04-11,3.4,29.5,7.1,8.32572905027933,1.2068315447820814,25.179446446375056
1999-04-12,3.4,41.0,7.1,23.57331284916201,0.4482886940197705,32.881093862683514
1999-04-13,3.4,3.2500000000000004,7.1,11.913159217877098,0.6876704329657235,24.286065522723256
1999-04-14,5.0,1.4999999999999998,,6.5515977653631285,1.5022866788778757,14.237001236396095
1999-04-15,5.0,9.0,,5.596013966480447,0.6566862578795872,11.295493271591187
1999-04-16,5.0,2.75,,4.633567039106143,1.3972964927784464,8.061651858867984
1999-04-17,5.0,6.249999999999999,,4.598798882681566,0.6854779030205537,7.824874353711947
1999-04-18,5.0,5.25,,4.464201117318437,1.018408779195561,7.317418551926527
1999-04-19,5.0,1.5,,3.7729357541899446,1.6734596216239286,4.3116285020344565
1999-04-20,5.0,25.0,,8.795513966480451,0.203191200820943,21.230902343699363
1999-04-21,4.5,20.75,6.7,14.240564245810056,0.4699268759454335,25.924064114348003
1999-04-22,4.5,2.5,6.7,10.076304469273742,1.254472274448366,21.633518018423747
1999-04-23,4.5,0.4999999999999999,6.7,6.182270949720671,1.179351937567021,13.221210037710788
1999-04-24,4.5,2.0,6.7,4.711097765363128,1.52678381533611,8.406539467762837
1999-04-25,4.5,4.75,6.7,4.01777094972067,0.4195452787787127,5.387848794254767
1999-04-26,4.5,12.75,6.7,5.717715083798883,0.2409204674290535,12.514005479038556
1999-04-27,0.0,0.0,6.7,4.58195530726257,1.5079440856442532,8.102344967021908
1999-04-28,0.0,0.0,6.7,3.666444134078213,2.9179479093438703,3.792794107608028
1999-04-29,0.0,0.0,6.7,3.241508379888269,2.240871279735713,1.4121950299785968
1999-04-30,0.0,0.0,6.7,2.8932234636871508,2.091919981515012,-0.7784894601649949
1999-05-01,1.1800978701988618,0.24999999999999994,6.7,2.6058016759776543,1.3155562948621,-2.858963212941953
1999-05-02,0.0,0.0,6.7,2.3715251396648056,0.673147417095493,-4.769703718011452
1999-05-03,0.0,0.0,6.7,2.1476061452513973,1.957150572113325,-6.7958566564557605
1999-05-04,0.0,0.0,6.7,1.9250446927374296,1.949689704491406,-9.086855234416412
1999-05-05,0.0,0.0,6.8,1.7732513966480452,1.7068134641352635,-10.907274597493773
1999-05-06,2.4,3.8662172399999992,6.8,1.7261396648044696,0.4744134899734514,-11.48999153160849
1999-05-07,2.4,10.75932926,6.8,2.104642458100558,0.5185566048209851,-7.214705343622984
1999-05-08,2.4,24.037587285,6.8,5.710726256983241,0.8145908955984582,16.90664727131611
1999-05-09,2.4,3.38474011,6.8,5.02177374301676,1.2852050197026643,10.719401255921762
1999-05-10,2.4,5.49722311,6.8,3.37904748603352,1.455224955460009,2.243786259853816
1999-05-11,2.4,8.258721129999998,6.8,3.0670391061452515,1.1128367903430956,0.11538297708357055
1999-05-12,3.4,2.990570585,7.0,3.682256983240225,1.3395610635671629,3.8884418751848213
1999-05-13,3.4,17.59920441,7.0,5.296952513966478,0.834164787336997,11.048462765316703
1999-05-14,3.4,2.058025675,7.0,7.199120111731844,1.375725809591152,16.552068405384862
1999-05-15,0.0,0.0,7.0,4.344460893854746,1.9225754377342608,7.028087958662447
1999-05-16,3.4,0.4960068199999999,7.0,3.5411983240223472,1.0123722590821251,3.1268787513150205
1999-05-17,0.0,0.0,7.0,3.0165837988826816,1.759212576333081,0.08776140636695097
1999-05-18,3.4,0.25465802000000004,7.0,2.6637988826815646,0.7169199125597545,-2.417519172536468
1999-05-19,2.342009119123842,0.82466324,6.9,2.4185614525139663,1.7580721436912878,-4.357170508200993
1999-05-20,0.0,0.0,6.9,2.146022346368716,3.2056282767887563,-6.8116717334155386
1999-05-21,2.4397964713790485,2.15137767,6.9,2.0265586592178773,0.6449833646134162,-8.036787113834745
1999-05-22,0.0,0.0,6.9,1.8070893854748604,1.4143888152857715,-10.466554981897927
1999-05-23,1.9005498118983435,0.82466324,6.9,1.709170391061452,0.3996371718342226,-11.712717371916511
1999-05-24,4.419700189570817,7.90100535,6.9,1.9178798882681565,0.6773055132311779,-9.14104251188824
1999-05-25,0.0,0.0,6.9,1.5856592178770947,2.60049101031008,-13.227688978748596
1999-05-26,1.9449422334337414,1.6481060149999998,6.9,1.4892234636871509,0.9246582187510124,-14.769972591666837
1999-05-27,0.9863122444084073,4.54410414,6.9,1.4032960893854745,2.8604375560665,-16.249120533520074
1999-05-28,2.636691033909239,4.0347881,6.9,1.528592178770949,0.41284657316673834,-14.10611577874659
1999-05-29,6.626882452408831,3.3180065450000003,6.9,1.4159664804469272,1.6270654371547542,-15.877162448138654
1999-05-30,5.265061449047552,0.32865641999999995,6.9,1.3237541899441343,0.3568793894771657,-17.388795881099913
1999-05-31,1.6315188396318383,0.73735562,6.9,1.2421256983240223,0.8677968850904633,-18.88909675461849
1999-06-01,2.9743554285871703,0.5760495999999999,6.9,1.194033519553073,2.1497209966436097,-19.81168164520718
1999-06-02,1.4,28.65910579,6.7,3.3692681564245808,0.5449507817865233,1.8890414822951225
1999-06-03,1.4,8.911152115,6.7,4.758511173184357,0.7300037441184147,9.683248610382837
1999-06-04,1.4,9.70193208,6.7,4.701041899441341,1.7107261420589175,8.284949174646975
1999-06-05,1.4,0.4086991999999999,6.7,3.5424050279329617,1.6279594098630952,3.409791915203523
1999-06-06,1.4,0.08730762,6.7,2.6864497206703923,1.9560746627804757,-2.1569963322286227
1999-06-07,1.4,4.791497314999999,6.7,2.49063687150838,1.7906170721317032,-3.739146788828109
1999-06-08,0.0,0.0,6.7,2.1335027932960893,2.821835500449557,-6.921191722810611
1999-06-09,0.0,0.0,6.9,1.9370614525139664,2.5557620836328887,-8.987606546011028
1999-06-10,0.0,0.0,6.9,1.8105586592178773,1.2228470188216871,-10.448808703564811
1999-06-11,0.0,0.0,6.9,1.688430167597765,1.399759101652617,-11.960673449158795
1999-06-12,2.2878215511811533,1.97676243,6.9,1.6275167597765363,0.9994195233882556,-12.795629948161292
1999-06-13,0.7094225922860713,0.32865641999999995,6.9,1.5311061452513963,2.1957577662562078,-14.116545104632936
1999-06-14,0.0,0.0,6.9,1.4451284916201117,1.9112015838158685,-15.413506518908818
1999-06-15,1.2874972528265278,0.5760495999999999,6.9,1.3687793296089383,2.3771993943274783,-16.651309446537518
1999-06-16,0.0,0.0,7.0,1.2627653631284914,3.6329370099609166,-18.45599158102811
1999-06-17,1.5,1.40071283,7.0,1.19840782122905,2.1897308303935814,-19.695441086591032
1999-06-18,0.0,0.0,7.0,1.111374301675978,3.8243512497166656,-21.529234553359494
1999-06-19,1.5,20.909888185,7.0,1.2809413407821229,1.0691803434050962,-19.690028785668847
1999-06-20,1.5,9.58421509,7.0,3.4966759776536325,2.025478823451733,5.793142582350362
1999-06-21,1.5,2.552812035,7.0,1.5024469273743015,1.7925490880458106,-14.418152529691993
1999-06-22,1.5,1.640841175,7.0,1.3247346368715085,1.706023913133975,-17.397816541310192
1999-06-23,2.4,2.72016243,6.9,1.3046229050279328,1.3127541221289871,-17.754311430090922
1999-06-24,0.0,0.0,6.9,1.2203296089385474,1.9985902832270854,-19.301622485449514
1999-06-25,0.0,0.0,6.9,1.146594972067039,2.8239136946050762,-20.72999836483407
1999-06-26,2.4,5.950861349999999,6.9,1.1276145251396648,2.685341413466684,-21.267343496880287
1999-06-27,2.4,13.3448041,6.9,1.3398687150837991,1.462912617034251,-17.541961096636108
1999-06-28,2.4,4.872760555,6.9,1.8619441340782124,1.9761812032553487,-9.37253828388227
1999-06-29,0.0,0.0,6.9,1.2829776536312851,2.863869364452201,-17.986533609850785
1999-06-30,2.5,2.480034085,6.5,1.1710307262569828,1.9332175687278437,-20.310751581536238
1999-07-01,2.5,21.168149655,6.5,2.8683100558659222,1.1936943799710995,-0.450855825320493
1999-07-02,2.5,0.9047060199999998,6.5,2.0738715083798884,2.8725433864497685,-7.062723047542997
1999-07-03,2.5,2.7334716400000003,6.5,1.686016759776536,1.5468284013720224,-11.953455517016568
1999-07-04,2.5,2.574606545,6.5,1.5368631284916203,2.16989150152042,-14.026417908098187
1999-07-05,2.5,0.32865641999999995,6.5,1.4271284916201117,3.2165754384788707,-15.662633741938704
1999-07-06,0.0,0.0,6.5,1.3229748603351952,3.3586743641354766,-17.42659566704814
1999-07-07,0.0,0.0,6.6,1.2717402234636868,2.217693224707374,-18.33676834168713
1999-07-08,0.0,0.0,6.6,1.2208575418994412,3.909614420169801,-19.30249662518969
1999-07-09,0.0,0.0,6.6,1.1834999999999998,3.443940696087064,-20.040455458576623
1999-07-10,0.0,0.0,6.6,1.1502402234636873,2.9862769027738283,-20.669137250105575
1999-07-11,0.0,0.0,6.6,1.0849022346368713,4.327302802049455,-22.073613167897406
1999-07-12,0.0,0.0,6.6,1.0345977653631284,4.031954087286197,-23.21218168701675
1999-07-13,0.5186420547624683,2.384047925,6.6,1.0448044692737428,0.9195294968524246,-23.045462768578247
1999-07-14,2.4,2.402996785,7.6,1.0323351955307265,1.6037424351041172,-23.265344000229522
1999-07-15,0.0,0.0,7.6,0.9761983240223466,1.122038960974665,-24.623054690004878
1999-07-16,2.4,0.8035295149999999,7.6,0.9568659217877094,1.3200925785587687,-25.13442806531543
1999-07-17,0.0,0.0,7.6,0.920991620111732,1.475537078558532,-26.060980615210845
1999-07-18,2.4,0.4371080849999999,7.6,0.8960530726256984,2.1966462384224594,-26.733397408775566
1999-07-19,2.4,17.168120169999998,7.6,1.2031592178770951,1.0240053811119532,-19.73866000006813
1999-07-20,2.4,8.28208669,7.6,1.7461508379888264,1.0032517598993536,-10.299748427252087
1999-07-21,3.4776032478972816,3.88508061,6.9,1.13281843575419,1.3564507611891272,-21.05407213921087
1999-07-22,2.2834487961957617,3.8816973399999988,6.9,1.2015754189944134,2.555573538155377,-19.525088865095345
1999-07-23,1.3645452572802625,0.308992315,6.9,1.0098603351955309,3.392882097046906,-23.759096008865022
1999-07-24,0.0,0.0,6.9,0.9316005586592178,3.8020327379204333,-25.701639198675913
1999-07-25,0.0,0.0,6.9,0.9003770949720673,0.8881734054004222,-26.651358287001546
1999-07-26,0.0,0.0,6.9,0.8416508379888268,3.7328219254503288,-28.23456278019805
1999-07-27,0.0,0.0,6.9,0.8004469273743018,3.261313403627335,-29.541207695752068
1999-07-28,0.0,0.0,7.3,0.7800335195530725,3.1085482591715303,-30.23676021898795
1999-07-29,0.0,0.0,7.3,0.7555726256983242,3.5379418044015356,-31.039760994896866
1999-07-30,0.0,0.0,7.3,0.7327206703910613,3.6235112477244535,-31.82361341937982
1999-07-31,0.0,0.0,7.3,0.7145949720670389,3.84194680275398,-32.476511878843326
1999-08-01,0.0,0.0,7.3,0.7063994413407824,3.1592824280622183,-32.80700591167137
1999-08-02,1.2402167189619129,0.48908857,7.3,0.6996117318435756,2.2528606491958763,-33.09959157691316
1999-08-03,0.8668953482081202,25.25046132,7.3,1.4377877094972065,1.250690312920576,-14.250801531373332
1999-08-04,1.0,5.588751535,6.8,0.9097039106145252,1.4395544858312108,-26.141998930983444
1999-08-05,1.0,12.48858463,6.8,1.9297206703910617,2.413463585958135,-7.142301047064045
1999-08-06,1.0,18.879764945,6.8,1.1540614525139663,1.5551674421723003,-22.931062717835218
1999-08-07,1.0,10.488884015,6.8,5.507472067039106,1.1729550214453894,13.57842135596174
1999-08-08,1.0,8.868567459999998,6.8,2.0967486033519562,0.2661803185314865,-7.395240472446924
1999-08-09,1.0,2.6938205350000004,6.8,2.6231731843575417,0.5685718335627761,-2.672615668698094
1999-08-10,1.0,0.44255671,6.8,1.9242402234636875,1.5401871536854437,-8.954038833941144
1999-08-11,0.0,0.0,6.6,1.6521033519553074,0.5793566662588713,-12.400302832021689
1999-08-12,1.3,0.36902440000000003,6.6,1.4676536312849162,2.6068317840565762,-15.00275481090044
1999-08-13,1.3,19.817014375,6.6,2.469796089385475,0.7408774088590504,-1.1732267088661952
1999-08-14,1.3,4.6904328,6.6,3.7463128491620106,1.227379207740566,5.032937976504959
1999-08-15,1.3,1.413679695,6.6,2.292435754189944,1.993725495791608,-5.278319341989223
1999-08-16,1.3,1.728068415,6.6,1.942064245810056,1.572829630714497,-8.82915777515906
1999-08-17,1.3,23.56337686,6.6,6.146371508379889,0.5711979672345115,17.41040542363231
1999-08-18,1.3074509351667114,10.83372808,6.7,6.243913407821231,1.489034094929616,13.350110458017149
1999-08-19,1.2855977010794692,0.3770759999999999,6.7,4.431192737430166,2.3683565119618084,7.586842125148691
1999-08-20,0.0,0.0,6.7,3.2070670391061453,2.0484606499613047,1.3449303934118826
1999-08-21,0.0,0.0,6.7,2.650324022346369,2.2297495891856154,-2.451261432873112
1999-08-22,1.5649339056873355,1.005177595,6.7,2.295854748603352,1.6283971707169913,-5.415808066477729
1999-08-23,3.025881468705984,1.250754565,6.7,2.1120083798882683,1.1183979300615108,-7.1369512153775165
1999-08-24,4.22947789725175,7.090826605,6.7,2.02286312849162,0.3214526389789125,-8.280453121927515
1999-08-25,5.706159823317142,12.454772719999998,6.8,3.8780195530726247,0.5879352320368141,5.623954764442521
1999-08-26,0.8558319064750599,4.536019115,6.8,2.645446927374302,0.8127592211755625,-2.4855799058861416
1999-08-27,0.0,0.0,6.8,2.2436899441340783,1.6688621116106463,-5.8404577923638445
1999-08-28,2.00657164759378,0.308992315,6.8,2.0048379888268157,1.188982938845951,-8.24834346415332
1999-08-29,0.9404260582386172,0.19359648,6.8,1.8516620111731843,0.7155601099471443,-9.962759253786725
1999-08-30,0.8246134343092809,0.308992315,6.8,1.7229469273743017,1.4347998239363617,-11.515385836809385
1999-08-31,0.0,0.0,6.8,1.6277430167597764,1.5332469407639897,-12.767908287944795
1999-09-01,0.0,0.0,7.4,1.5258016759776545,1.7222092220832217,-14.184752831502411
1999-09-02,2.389283902462841,0.36902440000000003,7.4,1.4498547486033517,1.8586512343380868,-15.351769724630447
1999-09-03,0.0,0.0,7.4,1.3674217877094972,2.469912432582694,-16.652365738410456
1999-09-04,0.0,0.0,7.4,1.272343575418995,2.8169681449751387,-18.29597803107092
1999-09-05,0.0,0.0,7.4,1.196874301675978,2.6278247164947346,-19.763157244314748
1999-09-06,2.795080067424417,0.36902440000000003,7.4,1.1549413407821227,2.2731171631088727,-20.593142137049906
1999-09-07,2.7219565504371532,11.320534135,7.4,1.5719832402234633,1.7491461042238243,-12.916733903545715
1999-09-08,1.9157495587402653,11.048364324999998,7.0,1.4573212290502795,0.67412091934076,-15.009952632862534
1999-09-09,0.0,0.0,7.0,1.4021145251396647,2.37232443917625,-15.304813338336274
1999-09-10,0.0,0.0,7.0,1.1419441340782124,2.611594404446026,-20.82242853280188
1999-09-11,1.348257019078616,3.400122775,7.0,1.1119776536312846,0.9299838916672712,-21.534065876126448
1999-09-12,0.8894138196740615,1.57324711,7.0,1.0628044692737428,1.9102622978599904,-22.53716681871502
1999-09-13,2.5347505571530755,0.8115811149999997,7.0,1.003851955307263,1.4312736241370019,-23.901886894090662
1999-09-14,0.0,0.0,7.0,0.9413798882681564,2.196608142543932,-25.508766511481284
1999-09-15,1.0,1.63327919,6.5,0.9063351955307264,2.1761871497425838,-26.50080220364332
1999-09-16,1.0,6.62275227,6.5,1.01936312849162,1.3906370459725117,-23.573062916222888
1999-09-17,1.0,7.47964179,6.5,0.9841675977653632,1.0755183750864414,-24.477338995723954
1999-09-18,1.0,17.252209885,6.5,2.2489189944134083,0.4141859806801818,-1.9290712942526524
1999-09-19,1.0,25.847419620000004,6.5,11.323282122905026,0.6257396654617964,23.464042539424177
1999-09-20,1.0,15.93523926,6.5,8.002206703910613,0.45396596298883685,17.421307997439047
1999-09-21,0.0,0.0,6.5,4.870382681564248,1.3286715992338378,9.265960807881266
1999-09-22,1.1,1.1252417650000002,6.5,3.5337067039106147,0.31461678499378254,3.1597250004328226
1999-09-23,1.1,18.670923315,6.5,4.9806201117318425,0.7591987754979662,9.044122218752461
1999-09-24,1.1,15.670956125,6.5,8.018597765363129,0.6509253041940142,17.20718851638914
1999-09-25,1.1,6.54868235,6.5,6.484374301675977,0.9277367366747072,14.147006455434516
1999-09-26,1.1,47.954472975,6.5,16.69318994413408,0.7639660388424216,26.343894617037073
1999-09-27,1.1,26.11165055,6.5,36.52179888268157,0.656112527146736,40.60935789379336
1999-09-28,1.1,3.94250973,6.5,11.547175977653632,0.7327858139749213,23.37811149990704
1999-09-29,6.5,12.06481186,6.9,8.915229050279327,0.7425271818094097,18.69511522803005
1999-09-30,6.5,13.068704375,6.9,10.162156424581008,0.4093293420729929,20.77943414007313
1999-10-01,6.5,51.36388308499999,6.9,28.6549189944134,0.4438246760096784,37.56850513167269
1999-10-02,6.5,16.39598008,6.9,31.16224860335195,0.7565266990445876,38.5094460352758
1999-10-03,6.5,17.01437619,6.9,11.770692737430167,0.4504362958175613,23.266583719258513
1999-10-04,6.5,2.6634523750000008,6.9,8.203575418994415,1.0059871586772278,17.892960817073067
1999-10-05,1.9,0.065480715,6.8,5.834287709497207,0.7137420281431059,12.17488812332274
1999-10-06,0.0,0.0,6.8,4.485645251396648,1.4679503811770231,7.5308333874801825
1999-10-07,1.9,40.64484870500001,6.8,6.54586592178771,0.6653981901632534,10.935840527427127
1999-10-08,1.9,38.93699481500001,6.8,29.547125698324024,0.3213755287877883,36.175202993049496
1999-10-09,1.9,3.44665463,6.8,13.151664804469274,0.5597729424408264,25.39485272897948
1999-10-10,1.9,14.924370355,6.8,9.982156424581005,0.3720556995171844,20.714328262267557
1999-10-11,0.0,0.0,6.8,8.040142458100561,0.8192717267508264,17.679896109793578
1999-10-12,0.0,0.0,6.9,5.724955307262569,0.8880608373862245,11.815590209143831
1999-10-13,0.0,0.0,6.9,4.546282122905028,1.3199979125367998,7.76179548337717
1999-10-14,4.259129481107601,0.060032085,6.9,3.771377094972067,0.5309010248412924,4.323787166463316
