hour_ended,P Cl mg/l,P water flux mm/day,Q Cl mg/l,Q water flux mm/day,ET0 mm/day,S mm
1990-08-22,1.3675570754021515,0.24999999999999994,8.1,3.681201117318436,1.9258377849322372,3.9983742091660295
1990-08-23,2.177306031552475,0.4999999999999999,8.1,2.9083072625698327,2.255822980910805,-0.6039767821774213
1990-08-24,0.0,0.0,8.1,2.366798882681564,3.194018403781884,-4.678914854604055
1990-08-25,0.0,0.0,8.1,2.001695530726257,2.470328544842852,-8.219344370681647
1990-08-26,0.0,0.0,8.1,1.7714162011173185,1.6992599322363866,-10.867699972249042
1990-08-27,3.4558332721933427,0.24999999999999994,8.1,1.5925474860335198,1.6945534405258096,-13.214124794866244
1990-08-28,1.4005895505829307,13.249999999999998,8.1,2.224106145251396,0.7862370151187354,-5.604941719466927
1990-08-29,2.5,11.5,8.3,2.6662122905027923,0.6918187547882484,-1.76135440026734
1990-08-30,2.5,1.7499999999999998,8.3,2.1219636871508385,1.6627213026198135,-6.823216726705584
1990-08-31,2.5,12.5,8.3,3.018745810055865,1.068211091648536,0.3360732594799606
1990-09-01,0.0,0.0,8.3,2.4682122905027937,1.3045782555814602,-3.8131940652126115
1990-09-02,0.0,0.0,8.3,2.1361675977653625,1.212503424786897,-6.912792573116887
1990-09-03,2.5,11.75,8.3,2.6147765363128497,2.0320525748164737,-2.6584183207962955
1990-09-04,2.5,1.0,8.3,2.1689245810055864,1.2829113857927308,-6.579489260928514
1990-09-05,7.7,16.5,8.0,2.7997290502793297,0.6371554403647244,-1.4397527409045314
1990-09-06,7.7,3.5,8.0,4.023804469273743,1.2737835204982062,5.9022782351711385
1990-09-07,7.7,2.0,8.0,2.914516759776536,0.8738792349176517,-0.5767546541036518
1990-09-08,0.0,0.0,8.0,2.461022346368715,1.4198891132680669,-3.977251551011957
1990-09-09,7.7,0.24999999999999994,8.0,2.1852402234636865,2.389871862323248,-6.4391492956515135
1990-09-10,0.0,0.0,8.0,2.009689944134078,1.9062894733437343,-8.220959018043443
1990-09-11,7.7,0.24999999999999994,8.0,1.8823072625698327,1.486074013994259,-9.606577985415534
1990-09-12,0.0,0.0,7.7,1.7729748603351954,1.625470899980605,-10.908621879597389
1990-09-13,0.0,0.0,7.7,1.6681424581005588,1.3759767822821285,-12.232852993783315
1990-09-14,0.0,0.0,7.7,1.5684636871508382,1.81638613003807,-13.586363672649936
1990-09-15,0.0,0.0,7.7,1.4916368715083803,2.024012268130345,-14.712062351869815
1990-09-16,0.0,0.0,7.7,1.4253184357541901,1.3770984539811069,-15.739190532361562
1990-09-17,5.2,7.75,7.7,1.5488044692737426,0.9701945961588838,-13.83438393252987
1990-09-18,5.2,12.75,7.7,1.5172039106145254,0.5452410487560877,-14.459199131856744
1990-09-19,4.6,33.5,9.2,11.09513966480447,1.2750651724931596,26.551643056610857
1990-09-20,4.6,13.750000000000002,9.2,4.077955307262569,0.5670988148986649,5.8350562471387
1990-09-21,4.6,2.25,9.2,3.630770949720671,1.0157557255690546,4.005034340454306
1990-09-22,4.6,20.0,9.2,4.494846368715084,0.5772277170446415,7.292667031219225
1990-09-23,4.6,10.5,9.2,10.63905586592179,0.9922117834383508,22.408621175636483
1990-09-24,4.6,9.5,9.2,6.477837988826817,0.8552989348808149,13.863140527830145
1990-09-25,4.6,0.4999999999999999,9.2,4.761703910614526,1.6052924373849151,8.688529235444157
1990-09-26,0.0,0.0,8.9,3.7553882681564237,1.6253809490699198,4.276315446046663
1990-09-27,0.0,0.0,8.9,3.2143324022346373,1.0891630742302274,1.2604280110577322
1990-09-28,0.0,0.0,8.9,2.8077988826815643,1.3368127056805605,-1.3161510149972453
1990-09-29,0.6,18.5,8.9,3.7749720670391067,0.3464433161280011,5.4074747527629725
1990-09-30,0.6,11.75,8.9,7.239418994413409,0.5147265223720482,16.267390211469042
1990-10-01,0.0,0.0,8.9,4.228416201117319,0.5564278930982854,6.514147041152746
1990-10-02,0.6,7.5,8.9,3.522997206703912,0.9850705580332072,2.90241724596883
1990-10-03,2.7,27.75,8.5,14.364251396648045,0.7683796276866791,27.025710024393657
1990-10-04,2.7,12.499999999999998,9.2,6.994860335195532,0.7772077489710418,15.021879097660015
1990-10-05,2.7,69.75,9.2,46.97758659217875,0.254787307485524,42.36969014262441
1990-10-06,2.7,27.0,9.2,22.946027932960906,0.3335767511451168,32.69603889648523
1990-10-07,2.7,1.0,9.2,11.903505586592178,0.902479769197324,23.958427591684888
1990-10-08,0.0,0.0,9.2,6.998430167597763,0.9221417336881886,15.316086827522929
1990-10-09,2.7,8.25,9.2,5.322620111731845,0.5078218105604276,10.441996719532382
1990-10-10,5.4,2.75,8.6,4.50377094972067,0.2308796602514673,7.613575893384754
1990-10-11,5.4,4.75,8.6,4.215142458100559,0.31803755840410647,6.255396315609563
1990-10-12,0.0,0.0,8.6,3.573879888268156,1.4169690309410083,3.3705868556858274
1990-10-13,5.4,1.0,8.6,3.0864217877094973,1.2935132483813807,0.4659516911872896
1990-10-14,0.0,0.0,8.6,2.799351955307262,1.185035405622228,-1.4492735227385662
1990-10-15,5.4,9.25,8.6,2.9495614525139664,0.3742995781322325,-0.5030660993252825
1990-10-16,5.4,5.25,8.6,3.0031340782122897,0.7915202833302302,-0.09226871916258099
1990-10-17,2.4,0.7499999999999998,8.8,2.6300865921787704,0.12408669549196537,-2.682876531352969
1990-10-18,2.4,10.0,8.8,2.7979441340782123,0.16855003841557287,-1.5930730766332806
1990-10-19,2.4,5.25,8.8,2.9025000000000007,0.12056736835673999,-0.856576384600686
1990-10-20,2.4,0.4999999999999999,8.8,3.0205558659217884,0.4698119923896386,0.0456481972793677
1990-10-21,0.0,0.0,8.8,2.6905223463687147,0.2897349641479367,-2.2316198345805325
1990-10-22,0.0,0.0,8.8,2.4619525139664806,0.18553808100471283,-4.023896410626984
1990-10-23,0.0,0.0,8.8,2.273555865921787,0.345055838496814,-5.652376570230664
1990-10-24,6.6,3.0,9.8,2.156882681564245,0.3736751941309725,-6.7747236665537045
1990-10-25,6.6,20.5,9.8,3.3181089385474856,0.2928222685349425,1.9676844675303744
1990-10-26,6.6,1.7499999999999998,9.8,4.678265363128492,0.5664140732283318,10.220299240806787
1990-10-27,6.6,19.75,9.8,4.1963128491620125,0.25902193955068425,5.4829829501007135
1990-10-28,6.6,27.0,9.8,21.363310055865924,0.4601046826718284,32.806943358735836
1990-10-29,6.6,16.25,9.8,10.17372067039106,0.27756066032794585,20.90745771248755
1990-10-30,6.6,33.5,9.8,19.51655027932961,0.27737576557956484,29.65930079206698
1990-10-31,11.4,26.0,8.9,23.637720670391055,0.2471384477939501,32.9957072344596
1990-11-01,11.4,4.5,8.9,13.517094972067039,0.29041937253511085,25.73814584909864
1990-11-02,11.4,3.5,8.9,8.405899441340782,0.2346544572710721,18.16849662573951
1990-11-03,11.4,0.24999999999999994,8.9,6.103256983240224,0.5186233606618305,12.961876848574938
1990-11-04,11.4,0.24999999999999994,8.9,4.609483240223463,0.615838013655594,8.022094256513235
1990-11-05,0.0,0.0,8.9,3.8014692737430167,0.2525341789670915,4.484485182252077
1990-11-06,0.0,0.0,8.9,3.198293296089385,0.3147882371860613,1.1887820692996016
1990-11-07,0.0,0.0,8.9,2.875072625698325,0.2978748598250548,-0.9338708827493232
1990-11-08,0.0,0.0,8.9,2.6046201117318435,0.2268447366218389,-2.851639338781406
1990-11-09,1.9,3.0,8.9,2.3941256983240224,0.0684595131815431,-4.6215516759265824
1990-11-10,1.9,9.75,8.9,2.551349162011173,0.17596222311631465,-3.5268879387867798
1990-11-11,1.9,6.5,8.9,2.6379050279329617,0.25153712727908045,-2.5031841855718464
1990-11-12,1.9,12.75,8.9,5.9886201117318425,0.2748536956157186,13.185910201001516
1990-11-13,1.9,19.25,8.9,5.828480446927375,0.2336751655283139,11.392470354886296
1990-11-14,4.3,5.5,10.1,8.996178770949722,0.3403958126210723,19.48736580869545
1990-11-15,4.3,3.75,10.1,6.0458631284916216,0.3150508481527381,12.724253843900984
1990-11-16,4.3,27.25,10.1,8.69158659217877,0.1488202953413703,17.95971571772789
1990-11-17,4.3,47.0,10.1,37.858701117318454,0.21611560249417544,39.09839432167379
1990-11-18,4.3,10.75,10.1,14.150287709497206,0.3948610121553403,26.32149600747581
1990-11-19,4.3,34.75,10.1,17.419625698324026,0.16346156520537625,29.55488409705957
1990-11-20,4.3,18.75,10.1,22.253505586592173,0.22097981790428325,32.757259598097264
1990-11-21,1.1,8.75,9.2,12.359614525139664,0.194372369180573,24.21254855433232
1990-11-22,0.0,0.0,9.2,7.771575418994413,0.3140725940804675,16.95043257498488
1990-11-23,1.1,6.25,9.2,5.8343379888268165,0.07671169436098067,11.982306628755145
1990-11-24,1.1,4.75,9.2,5.789162011173185,0.0,11.877629071278285
1990-11-25,1.1,7.749999999999999,9.2,6.328583798882681,0.05796405784660151,13.294485198473053
1990-11-26,1.1,10.0,9.2,6.442013966480447,0.1520431445842481,13.597849117406122
1990-11-27,0.0,0.0,9.2,5.343259776536313,0.08130401599183161,10.59881642925999
1990-11-28,0.0,0.0,8.4,4.458192737430169,0.17974163195413342,7.343481197293048
1990-11-29,4.388411406255928,0.4999999999999999,8.4,3.8728910614525134,0.17766070439326623,4.7852211333823185
1990-11-30,0.0,0.0,8.4,3.378645251396647,0.11502786282295886,2.2233181624976828
1990-12-01,0.0,0.0,8.4,3.020304469273743,0.05106897590542511,0.023928978589329613
1990-12-02,0.0,0.0,8.4,2.854256983240224,0.09016914983457994,-1.0995885265684555
1990-12-03,7.932154928392362,0.7499999999999998,8.4,2.652687150837989,0.07040915980460001,-2.5196102466217893
1990-12-04,0.0,0.0,8.4,2.4064944134078217,0.0740826777137571,-4.466778206661843
1990-12-05,3.7,0.24999999999999994,9.4,2.2094748603351952,0.24099485177290791,-6.23118205799465
1990-12-06,3.7,6.0,9.4,2.106075418994413,0.12996664513341696,-7.402227076194447
1990-12-07,3.7,6.249999999999999,9.4,2.5656284916201115,0.044348708164629866,-3.242084194002101
1990-12-08,0.0,0.0,9.4,2.3317290502793298,0.02147538996183598,-5.017614526969279
1990-12-09,0.0,0.0,9.4,2.078597765363128,0.0,-7.497630645507952
1990-12-10,3.7,0.4999999999999999,9.4,3.2666983240223457,0.05755608509973315,1.7858254287467208
1990-12-11,3.7,47.74999999999999,9.4,11.248290502793298,0.1265046410386158,27.28009501499903
1990-12-12,0.0,0.0,8.6,12.244650837988827,0.10902652103684153,25.897065867437693
1990-12-13,0.0,0.0,8.6,5.886829608938546,0.13952109341865762,12.543407696226096
1990-12-14,0.0,0.0,8.6,4.183064245810057,0.16185419834843542,6.296000188673217
1990-12-15,0.0,0.0,8.6,3.3285418994413414,0.2515479913191339,1.9809087591672865
1990-12-16,2.6,0.4999999999999999,8.6,2.993430167597766,0.10130395264573044,-0.16022747241400892
1990-12-17,0.0,0.0,8.6,2.733284916201117,0.13176271096136286,-1.8978012849101291
1990-12-18,0.0,0.0,8.6,2.436737430167598,0.06452393296317868,-4.2015628962697855
1990-12-19,0.0,0.0,11.2,2.2209888268156424,0.1251608844259709,-6.142658066501133
1990-12-20,10.6,87.75,11.2,35.12345530726259,0.056382459813042074,41.479250138665975
1990-12-21,10.6,37.75,11.2,34.1966312849162,0.1215021576148999,37.2474138167642
1990-12-22,10.6,11.0,11.2,22.198625698324022,0.1032586148437916,32.912094699961784
1990-12-23,10.6,14.749999999999998,11.2,14.302835195530724,0.27624236902836885,26.111534357660627
1990-12-24,10.6,4.25,11.2,12.683438547486029,0.12491230938760553,24.67371417359252
1990-12-25,10.6,25.5,11.2,15.373256983240216,0.13471305070722864,27.424988216337468
1990-12-26,10.6,36.25,11.2,30.021888268156424,0.1457347186296954,36.89606725787849
1990-12-27,10.6,2.0,11.2,11.523946927374304,0.13233792907804148,23.49261818024093
1990-12-28,10.6,14.25,11.2,8.574837988826815,0.08806168587738766,18.213249358989177
1990-12-29,10.6,15.0,11.2,9.783980446927373,0.029982676556001835,20.304707300541093
1990-12-30,10.6,8.5,11.2,9.215145251396649,0.04275614774276282,19.41178370513033
1990-12-31,10.6,33.0,11.2,19.575527932960906,0.04065276592433522,30.43671867435101
1991-01-01,10.6,51.49999999999999,11.2,38.504639664804465,0.038468748432488264,41.189767523039094
1991-01-02,10.6,7.749999999999999,11.2,22.150055865921797,0.14354406829868405,33.80628775385749
1991-01-03,10.6,13.0,11.2,12.421533519553071,0.0,24.01385450643936
1991-01-04,10.6,8.5,11.2,9.354142458100561,0.016662727963310354,19.75631386501602
1991-01-05,10.6,12.0,11.2,11.690497206703913,0.26943773218894473,23.31591660027509
1991-01-06,10.6,0.75,11.2,7.428670391061453,0.12438507030068545,16.17675635084439
1991-01-07,10.6,6.25,11.2,5.961192737430168,0.014176394973812888,12.473686374158195
1991-01-08,10.6,20.799051220000006,11.2,7.249047486033519,0.0,16.21365840486408
1991-01-09,37.0,19.85200898,10.4,13.02327653631285,0.03168406748466905,26.476691329363394
1991-01-10,37.0,23.892805605,10.4,16.44106424581005,0.08691893346327947,28.098724037954923
1991-01-11,37.0,7.584169164999999,10.4,11.771924581005587,0.011008836629316643,23.543250560986976
1991-01-12,37.0,4.7473723099999985,10.4,8.221223463687151,0.043346311271392664,17.82456027484411
1991-01-13,0.0,0.0,10.4,5.887634078212291,0.10294623246301587,12.361440008134801
1991-01-14,37.0,0.3400529399999999,10.4,4.4685000000000015,0.006112800381506011,7.448756445372162
1991-01-15,37.0,0.08922996,10.4,3.751365921787709,0.06300853719765515,4.225379754194413
1991-01-16,6.1,0.35503686,10.8,3.2463603351955315,0.03467643513507837,1.4268949401050066
1991-01-17,6.1,4.83754377,10.8,3.82027374301676,0.09376212784952662,4.394544671775951
1991-01-18,6.1,20.480384685000004,10.8,7.007555865921786,0.01979190157694407,17.043788583093573
1991-01-19,6.1,1.30000815,10.8,7.088153631284915,0.13301666258371306,16.00715947770157
1991-01-20,6.1,13.41446046,10.8,7.188360335195532,0.08851694798896367,15.510220330041387
1991-01-21,6.1,0.17751843,10.8,6.460215083798883,0.3200860679344596,13.966949693233175
1991-01-22,0.0,0.0,10.8,4.77932681564246,0.1820486453132606,8.667779477533019
1991-01-23,3.645113670553943,0.4999999999999999,9.3,4.03712849162011,0.3824989555882434,5.5319182668751194
1991-01-24,3.2691117926363327,2.0,9.3,3.605581005586592,0.056722900820884124,3.4557110745925628
1991-01-25,0.0,0.0,9.3,3.1539972067039104,0.0,0.8728681170729614
1991-01-26,0.0,0.0,9.3,2.855941340782123,0.0,-1.0328122990021622
1991-01-27,0.0,0.0,9.3,2.570581005586592,0.029147686456565267,-3.135538743897764
1991-01-28,2.732191927684748,0.24999999999999994,9.3,2.3289888268156416,0.012767063847595482,-5.143202562320349
1991-01-29,0.0,0.0,9.3,2.1213351955307265,0.029368597060281734,-7.07305985627516
1991-01-30,5.876944936148817,1.25,8.7,1.9834441340782119,0.0,-8.496517190810662
1991-01-31,0.0,0.0,8.7,1.7969078212290497,0.0,-10.581922881901486
1991-02-01,5.178411572797608,1.25,8.7,1.6844078212290503,0.0,-12.005502657042642
1991-02-02,6.040491044921978,2.75,8.7,1.5742458100558665,0.0,-13.511998333497825
1991-02-03,0.0,0.0,8.7,1.4650391061452517,0.0,-15.081780968564498
1991-02-04,10.010237432466846,0.24999999999999994,8.7,1.3721229050279329,0.0,-16.599917049130806
1991-02-05,0.0,0.0,8.7,1.276567039106145,0.00029048216778026787,-18.215816549140914
1991-02-06,0.0,0.0,,1.1012430167597766,0.0,-21.2158483352314
1991-02-07,0.0,0.0,,1.1134106145251397,0.0,-21.663921741138672
1991-02-08,0.0,0.0,,1.159617318435754,0.0,-20.45812790355044
1991-02-09,0.0,0.0,,0.9874860335195532,0.0,-24.04964995043428
1991-02-10,0.0,0.0,,1.045156424581006,0.0,-23.0966125639955
1991-02-11,0.8471585159038597,2.0,,0.9771787709497204,0.16104816074475425,-24.593398855131174
1991-02-12,8.919393065273345,3.0,,0.9855502793296088,0.0,-24.455940244681873
1991-02-13,1.3,0.4999999999999999,5.1,0.9280558659217876,0.2077367612223476,-25.806560053867504
1991-02-14,1.3,10.0,5.1,0.9614664804469276,0.2106761721319812,-25.27237251140717
1991-02-15,1.3,5.25,5.1,4.762709497206704,0.19860165372154848,8.797724488138174
1991-02-16,1.3,0.24999999999999994,5.1,2.8614720670391067,0.3223905203947529,-0.44920097810032
1991-02-17,1.3,3.25,5.1,2.0559217877094973,0.3585939176578161,-7.607643689109392
1991-02-18,1.3,1.5,5.1,1.7753128491620107,0.1452955186932724,-10.829395156118007
1991-02-19,1.3,1.5,5.1,1.633374301675978,0.3786497858026699,-12.703518429453814
1991-02-20,1.6,9.5,9.8,2.4904106145251403,0.07978207771558836,-3.565470513854467
1991-02-21,1.6,10.5,9.8,4.564131284916202,0.07611876015964444,8.333440945202625
1991-02-22,1.6,56.75,9.8,50.251726256983225,0.13511466865788954,47.123334093542994
1991-02-23,1.6,41.25,9.8,56.422709497206704,0.08960466611886056,45.39395897559272
1991-02-24,1.6,5.75,9.8,14.719122905027938,0.2866817018239337,26.933750098697463
1991-02-25,0.0,0.0,9.8,7.674209497206704,0.4913534553356508,16.87343175349198
1991-02-26,1.6,1.7499999999999998,9.8,5.185131284916201,0.2769037489092339,10.229395878996478
1991-02-27,4.230886070903725,5.25,9.8,4.198801675977653,0.16509350515661675,6.205428206298716
1991-02-28,1.953279734826899,1.5,9.8,3.6418826815642453,0.5518282200979161,3.70238677480178
1991-03-01,7.443228945171803,0.7499999999999998,9.8,3.059497206703912,0.6724018417101839,0.34814424125343435
1991-03-02,3.8260544983172338,3.0,9.8,2.7127206703910614,0.1475872195849818,-2.1133275679630383
1991-03-03,1.53655552651013,6.249999999999999,9.8,2.9842039106145264,0.4826481329623935,-0.2710791093104347
1991-03-04,15.061802954235766,16.75,9.8,4.807759776536313,0.0504724121686609,10.338990007333182
1991-03-05,1.5770779887871023,2.75,9.8,5.121100558659219,0.4059845657454214,10.209393118571773
1991-03-06,1.0,2.25,9.9,4.005402234636873,0.0979936586972438,5.359915346871215
1991-03-07,1.0,13.750000000000002,9.9,6.388139664804472,0.27854356563967725,13.955593910530615
1991-03-08,1.0,6.249999999999999,9.9,5.894622905027934,0.18262248940139603,12.188467054636975
1991-03-09,1.0,14.5,9.9,8.876463687150839,0.04334583685268882,18.98626021654023
1991-03-10,1.0,7.749999999999999,9.9,7.463061452513967,0.12898489965902582,16.07401964310035
1991-03-11,1.0,1.25,9.9,6.014136871508382,0.7965668927627242,12.707868908634826
1991-03-12,1.0,1.25,9.9,4.7144664804469265,0.2104496918174903,8.42176349965355
1991-03-13,0.0,0.0,9.2,3.97231843575419,1.256753771834519,5.254283462583056
1991-03-14,0.9,2.5,9.2,3.4994162011173184,0.6069909603501127,2.909227338613529
1991-03-15,0.9,7.250000000000001,9.2,3.3619022346368714,0.18837742142096384,1.998564384489083
1991-03-16,0.9,6.5,9.2,4.066969273743017,0.1303796428675519,5.529833255676942
1991-03-17,0.9,4.25,9.2,3.773287709497207,0.36441781417620733,4.2369614136676885
1991-03-18,0.9,45.75,9.2,17.762731843575423,0.21722231313669677,34.53460423052731
1991-03-19,0.9,12.75,9.2,18.87038547486034,0.08352295418196776,30.473552061784172
1991-03-20,2.9,28.75,9.3,18.92881005586592,0.15975523215115833,29.98084058177207
1991-03-21,2.9,5.25,9.3,16.147608938547485,0.4426497615309356,28.41047320235744
1991-03-22,2.9,0.7499999999999998,9.3,8.389106145251397,0.8439959848998091,18.289548719838237
1991-03-23,2.9,0.7499999999999998,9.3,5.6907905027932975,1.1432554471595018,11.807959300511769
1991-03-24,0.0,0.0,9.3,4.3601983240223445,1.3459528615358072,6.99583663901193
1991-03-25,0.0,0.0,9.3,3.6674245810055868,0.7383498734521291,3.798364531062085
1991-03-26,0.0,0.0,9.3,3.1631480446927376,0.1638010982487213,0.9739650378337672
1991-03-27,0.0,0.0,7.5,2.683458100558659,0.622349627496825,-2.1958035417996373
1991-03-28,0.0,0.0,7.5,2.2725,1.1478590027324957,-5.5923378434089415
1991-03-29,0.0,0.0,7.5,1.9980502793296089,0.5670574321344957,-8.28768907410902
1991-03-30,0.0,0.0,7.5,1.760480446927374,1.526200196555413,-10.991045841047091
1991-03-31,0.9,0.24999999999999994,7.5,1.599108938547486,0.7003344298939644,-13.138045828921257
1991-04-01,0.9,36.75,7.5,5.066597765363128,0.21297581416158015,13.6264398124247
1991-04-02,0.9,47.25,7.5,29.600069832402234,0.20939620310443288,36.9830536971155
1991-04-03,6.5,2.5,9.5,11.29567877094972,1.0268010359076247,23.313209668807954
1991-04-04,6.5,21.75,9.5,8.190678770949722,0.5604431747620626,17.35206822300197
1991-04-05,6.5,42.75,9.5,29.67516201117318,0.438783168322564,36.08051974549604
1991-04-06,6.5,10.75,9.5,12.215589385474859,0.2539479910712004,23.94858208530079
1991-04-07,6.5,20.0,9.5,13.058698324022348,0.5735135118788323,25.122059871872917
1991-04-08,6.5,1.5,9.5,8.365072625698325,0.2921607622849521,18.19406504364313
1991-04-09,0.0,0.0,9.5,5.804094972067039,0.9152562139615624,12.126529520347404
1991-04-10,0.0,0.0,8.5,4.415304469273744,0.990535363685296,7.237027799653415
1991-04-11,0.0,0.0,8.5,3.674790502793297,0.7725851979550371,3.8350842616783547
1991-04-12,2.0293337559857108,1.25,8.5,3.2167709497206705,0.3075939054312223,1.2987932484991291
1991-04-13,0.0,0.0,8.5,2.702614525139665,1.1301966865786257,-2.06533721099268
1991-04-14,0.0,0.0,8.5,2.2872821229050286,1.9534606902679281,-5.450028639359704
1991-04-15,0.0,0.0,8.5,2.0251759776536318,2.0793249586988964,-8.005154599771735
1991-04-16,0.0,0.0,8.5,1.7891648044692734,1.6142882791385331,-10.622663518520596
1991-04-17,0.0,0.0,8.4,1.6118798882681569,0.9167366698774981,-12.954179369356913
1991-04-18,3.8,2.8524259800000005,8.4,1.5256759776536315,1.2519233062027095,-14.171684802608914
1991-04-19,3.8,0.13243270499999998,8.4,1.3499497206703912,1.5281905625932872,-16.91598014347939
1991-04-20,3.8,0.5175121149999999,8.4,1.2470279329608938,1.3748707564177067,-18.76923864192231
1991-04-21,3.8,11.529917930000002,8.4,1.5044329608938551,0.5160190503390256,-14.48647058570592
1991-04-22,0.0,0.0,8.4,1.2033100558659222,1.5693099313964058,-19.47681291692935
1991-04-23,0.0,0.0,8.4,1.0884469273743016,1.4032749052379565,-21.96797221783374
1991-04-24,0.6,0.3850794099999999,8.2,1.0294944134078214,0.9067051151075008,-23.31894412079432
1991-04-25,0.6,12.39585336,8.2,1.4544301675977651,0.48259296153053305,-14.97499030853873
1991-04-26,0.6,0.13243270499999998,8.2,1.1498128491620108,0.8349377145167188,-20.49133776928909
1991-04-27,0.0,0.0,8.2,1.0076229050279328,2.0999703209121714,-23.775613941947427
1991-04-28,0.6,0.77015882,8.2,0.9835391061452514,0.9235550037767424,-24.48545618474727
1991-04-29,0.6,54.55476267,8.2,10.679128491620109,0.12939148540462692,26.4935457264838
1991-04-30,0.6,5.692633265,8.2,10.006013966480447,0.37583143112486894,21.721292004513106
1991-05-01,0.0,0.0,8.5,5.1374916201117315,0.6418026231923608,10.16417522980439
1991-05-02,0.0,0.0,8.5,3.6959581005586593,1.3470570431151156,4.043805243563452
1991-05-03,1.7583849893511407,2.202481165,8.5,2.9475754189944143,1.965628412117784,-0.3562741296272921
1991-05-04,0.8194864765714206,1.80518305,8.5,2.530759776536313,0.6174591528170629,-3.3443372675383296
1991-05-05,0.0,0.0,8.5,2.1083128491620107,1.9635370664663343,-7.103810945266554
1991-05-06,5.655627171621714,1.68496905,8.5,1.8446480446927371,1.4446078771062938,-10.02738468946126
1991-05-07,2.4537075430209665,1.5525363449999998,8.5,1.7431843575418997,0.8261911884764997,-11.225273597133109
1991-05-08,2.347296339872691,0.3850794099999999,8.0,1.5249217877094976,2.0640295944398166,-14.131730456225574
1991-05-09,0.0,0.0,8.0,1.3712932960893855,2.16611408171362,-16.57679351908458
1991-05-10,0.0,0.0,8.0,1.2675921787709503,1.7499810853367102,-18.376501751879047
1991-05-11,3.3357357817852016,0.64994482,8.0,1.2155782122905023,0.885041848981009,-19.40824064796444
1991-05-12,1.146036070720839,0.13243270499999998,8.0,1.1400586592178772,2.05215979216727,-20.877062266021024
1991-05-13,3.2980772260269577,6.354796785,8.0,1.2274441340782123,1.1106241877775709,-19.18931462493481
1991-05-14,0.0,0.0,8.0,1.2031340782122903,2.6928243498477924,-19.549945262248364
1991-05-15,0.0,0.0,7.9,1.1234916201117318,1.7999496878565722,-21.24129415703621
1991-05-16,0.0,0.0,7.9,1.0720558659217876,0.6706143764789645,-22.363669755624525
1991-05-17,0.0,0.0,7.9,1.0426173184357543,0.6937221044539252,-23.032931365401613
1991-05-18,0.4508115072602981,0.26486541,7.9,0.9928407821229048,1.5064073346701972,-24.205054472397265
1991-05-19,1.1468795533135712,0.9148102300000004,7.9,0.9777318435754191,1.5363096505722251,-24.595610039849795
1991-05-20,0.0,0.0,7.9,0.9114134078212289,2.209548289833576,-26.299252579459022
1991-05-21,0.0,0.0,7.9,0.8755642458100563,2.653142052148441,-27.31451903209147
1991-05-22,0.0,0.0,7.7,0.8447932960893851,3.124400151602062,-28.1853308973093
1991-05-23,0.0,0.0,7.7,0.7659301675977658,2.1020401608273747,-30.47591782228899
1991-05-24,0.0,0.0,7.7,0.6720837988826814,3.6480255575447913,-34.06822437031416
1991-05-25,0.0,0.0,7.7,0.6591117318435756,1.331708056615248,-34.600106157391274
1991-05-26,0.0,0.0,7.7,0.6371899441340783,1.1173500014848274,-35.48568922770298
1991-05-27,0.0,0.0,7.7,0.6177821229050278,2.8723948288398926,-36.335036445969
1991-05-28,3.5,0.13243270499999998,7.7,0.6106927374301676,1.7587128372262095,-36.63567187924499
1991-05-29,0.0,0.0,7.7,0.6011145251396648,2.55756243653411,-37.08153190293479
1991-05-30,0.0,0.0,7.7,0.6052625698324022,0.7601820548219275,-36.89811798995001
1991-05-31,0.0,0.0,7.7,0.5940251396648044,1.2871297724903688,-37.34970133975913
1991-06-01,0.0,0.0,7.7,0.5766284916201121,2.747790997648668,-38.193888424347094
1991-06-02,3.5,7.124955604999999,7.7,0.6509162011173183,0.5571430504269064,-34.97082298905132
1991-06-03,3.5,0.7701588249999999,7.7,0.6144636871508381,1.9660375376845902,-36.40856797496213
1991-06-04,0.0,0.0,7.7,0.5719022346368716,2.9655667221937536,-38.326827276807705
1991-06-05,3.3,5.825065969999999,7.8,0.5944525139664806,0.8764290383262273,-37.58093098490523
1991-06-06,3.3,2.202481165,7.8,0.657,1.9954891323630477,-34.527512382023446
1991-06-07,0.0,0.0,7.8,0.5816312849162013,0.6352839097269878,-37.89453586954122
1991-06-08,3.3,8.653054545,7.8,0.6822653631284921,0.5445202393315366,-33.89190774918044
1991-06-09,3.3,24.67149272,7.8,1.2493407821229052,1.2298520480607853,-18.750325844522397
1991-06-10,3.3,5.825065969999999,7.8,1.996617318435754,0.9990217536741564,-7.107588547173426
1991-06-11,3.3,5.427767855000001,7.8,1.2002681564245807,0.45658572950448745,-19.786489335363477
1991-06-12,3.5,6.847871499999999,7.6,1.3215167597765358,2.1806728043457806,-17.31515161785306
1991-06-13,3.5,11.37304783,7.6,2.2083687150837985,1.1721278115363538,-5.959244715672879
1991-06-14,3.5,11.240615125,7.6,1.6056201117318438,1.7536857115303233,-13.763740630826126
1991-06-15,3.5,12.275639355,7.6,7.361270949720672,0.7225527339396689,16.684224726169866
1991-06-16,3.5,2.46734657,7.6,3.2909581005586594,1.3868652453686572,2.016796067948924
1991-06-17,3.5,4.910255735,7.6,2.6232234636871508,0.931932962572673,-2.65716098105507
1991-06-18,3.5,19.039952945,7.6,2.9559972067039086,0.9698044963671308,-1.1353352863818136
