hour_ended,P Cl mg/l,P water flux mm/day,Q Cl mg/l,Q water flux mm/day,ET0 mm/day,S mm,P Mg mg/l,Q Mg mg/l
9/9/2001,0,0,5.8,4.758234637,1.573722151,8.714509647,0,0.7393
9/10/2001,1.6,2.36121102,5.8,3.703198324,1.847105953,3.993663713,0.1337,0.7393
9/11/2001,1.6,0.26168017,5.8,3.270519553,0.940144514,1.629334102,0.1337,0.7393
9/12/2001,5.6,35.133496,5.9,9.61049162,0.582848685,24.88223538,0.3946,0.7311
9/13/2001,5.6,19.56479087,5.9,11.17465642,0.60158304,22.66801942,0.3946,0.7311
9/14/2001,5.6,3.889991635,5.9,7.214706704,1.284533406,15.85075235,0.3946,0.7311
9/15/2001,5.6,10.89826972,5.9,5.593675978,1.090427469,11.1198975,0.3946,0.7311
9/16/2001,5.6,0.96046842,5.9,5.769854749,1.017871225,12.34902798,0.3946,0.7311
9/17/2001,5.6,0.811581115,5.9,4.173159218,1.711269451,6.20929143,0.3946,0.7311
9/18/2001,0,0,5.9,3.558268156,0.742799303,3.185137861,0,0.7311
9/19/2001,1.2,0.5025888,6.2,3.168980447,1.014033369,0.99131544,0.1522,0.7473
9/20/2001,1.2,1.042242795,6.2,2.800005587,1.321222693,-1.390262094,0.1522,0.7473
9/21/2001,0,0,6.2,2.474497207,1.049360651,-3.903026472,0,0.7473
9/22/2001,0,0,6.2,2.274611732,0.638053931,-5.638583757,0,0.7473
9/23/2001,0,0,6.2,2.088377095,0.580263323,-7.400695967,0,0.7473
9/24/2001,1.2,8.31738144,6.2,2.286150838,0.648551655,-5.469057738,0.1522,0.7473
9/25/2001,1.2,3.171934075,6.2,2.042798883,0.486468212,-7.840909144,0.1522,0.7473
9/26/2001,2.6,3.26655838,5.8,1.937614525,0.33010733,-9.057450364,0.2088,0.7444
9/27/2001,2.6,23.40982123,5.8,5.818047486,0.350075598,12.79615997,0.2088,0.7444
9/28/2001,0,0,5.8,4.27427095,1.846353643,7.291678136,0,0.7444
9/29/2001,2.6,3.33257669,5.8,3.183963687,1.392014964,1.131413506,0.2088,0.7444
9/30/2001,2.6,23.81683051,5.8,6.333586592,0.379660246,17.303543,0.2088,0.7444
10/1/2001,2.6,2.79365077,5.8,7.068871508,1.003014283,16.67494217,0.2088,0.7444
10/2/2001,2.6,5.042068925,5.8,4.719368715,0.999872589,8.367426406,0.2088,0.7444
10/3/2001,4.3,23.66554799,6,7.483977654,0.713585825,15.73097463,0.3069,0.642
10/4/2001,4.3,15.97747546,6,13.47644413,0.644510303,25.39036185,0.3069,0.642
10/5/2001,4.3,24.35170346,6,16.71156704,1.012431115,28.35463278,0.3069,0.642
10/6/2001,4.3,10.73263831,6,12.62974022,0.898803439,24.69859134,0.3069,0.642
10/7/2001,4.3,64.1162612,6,32.41890503,0.377975658,38.09685828,0.3069,0.642
10/8/2001,4.3,16.81796687,6,30.67594693,0.576702628,40.4945781,0.3069,0.642
10/9/2001,4.3,13.93776894,6,16.65105587,0.419295821,28.6714213,0.3069,0.642
10/10/2001,0.5,32.18545094,6,14.91971229,0.398517844,27.01112741,0.068,0.7377
10/11/2001,0.5,5.894655495,6,11.11253631,0.354751051,22.70418489,0.068,0.7377
10/12/2001,0,0,6,7.388170391,1.533277963,16.18396638,0,0.7377
10/13/2001,0.5,0.437108085,6,5.61672905,0.906748838,11.47010966,0.068,0.7377
10/14/2001,0.5,4.00721015,6,4.679170391,0.316561298,8.205780345,0.068,0.7377
10/15/2001,0.5,6.803628805,6,4.503067039,0.479786934,7.500090339,0.068,0.7377
10/16/2001,0.5,0.5025888,6,3.662497207,0.631199996,3.760590806,0.068,0.7377
10/17/2001,0.9,7.00948539,6,3.230748603,0.787147497,1.20004383,0.0924,0.7598
10/18/2001,0.9,6.437744985,6,5.13372067,0.828419353,10.38919293,0.0924,0.7598
10/19/2001,0.9,8.27167481,6,4.074234637,0.082080002,5.667104038,0.0924,0.7598
10/20/2001,0.9,13.20607905,6,7.682958101,0.57251638,16.8461823,0.0924,0.7598
10/21/2001,0.9,0.308992315,6,4.944343575,0.327585453,9.267392231,0.0924,0.7598
10/22/2001,0.9,4.01810741,6,4.164385475,0.754581241,6.018649805,0.0924,0.7598
10/23/2001,0.9,7.254479815,6,4.392829609,0.414094209,7.062222524,0.0924,0.7598
10/24/2001,3,9.58377935,6,4.924910615,0.632036412,8.977690965,0.2229,0.7606
10/25/2001,3,28.65362539,6,9.978511173,0.257636424,22.76789795,0.2229,0.7606
10/26/2001,3,17.97544058,6,15.65215642,0.234479914,27.69584209,0.2229,0.7606
10/27/2001,3,10.84645415,6,12.60907542,0.433604788,24.30209891,0.2229,0.7606
10/28/2001,3,0.570672485,6,7.446293296,0.915854487,16.36553837,0.2229,0.7606
10/29/2001,3,0.1255128,6,5.605340782,0.117108351,11.42994169,0.2229,0.7606
10/30/2001,3,14.17983054,6,5.049125698,0.370147219,9.093229545,0.2229,0.7606
10/31/2001,4.043095051,6.130575355,6,6.637248603,0.496115417,14.6305668,0.2426,0.7644
11/1/2001,0,0,6,4.637740223,0.400319656,8.090122889,0,0.7644
11/2/2001,3.500418157,0.308992315,6,3.998564246,0.412686321,5.367106838,0.2426,0.7644
11/3/2001,5.827344276,4.302702235,6,3.575941341,0.25180749,3.235247367,0.2426,0.7644
11/4/2001,5.428219475,4.004607175,6,3.289851955,0.183609865,1.688680662,0.2426,0.7644
11/5/2001,4.747751356,6.085649015,6,3.001600559,0.275255292,-0.223564631,0.2426,0.7644
11/6/2001,10.16840129,12.40283718,6,3.548564246,0.401013864,2.936308883,0.2426,0.7644
11/7/2001,3.2,60.21535429,6,18.75504469,0.253055452,31.19503785,0.2426,0.7097
11/8/2001,3.2,12.5000195,6,21.71109218,0.36818666,33.37268854,0.2426,0.7097
11/9/2001,3.2,2.410268085,6,8.279522346,0.082113681,18.06091731,0.2426,0.7097
11/10/2001,3.2,0.82169808,6,6.156879888,0.224330193,13.06451812,0.2426,0.7097
11/11/2001,3.2,3.933677835,6,5.103251397,0.397553362,9.730930204,0.2426,0.7097
11/12/2001,3.2,21.06017718,6,8.32502514,0.229932959,18.44736097,0.2426,0.7097
11/13/2001,3.2,0.437108085,6,5.895100559,0.101654016,12.40809468,0.2426,0.7097
11/14/2001,1.807277297,0.69618528,6.3,4.739002793,0.370342456,8.460433772,0.1472,0.7439
11/15/2001,0,0,6.3,4.038863128,0.57427733,5.549777495,0,0.7439
11/16/2001,0,0,6.3,3.545396648,0.138684203,3.125060626,0,0.7439
11/17/2001,0,0,6.3,3.146907821,0.128138302,0.853204468,0,0.7439
11/18/2001,0,0,6.3,2.805108939,0,-1.390755697,0,0.7439
11/19/2001,6.999258037,0.437108085,6.3,2.509290503,0.120833107,-3.6154859,0.1472,0.7439
11/20/2001,3.026944282,5.319314695,6.3,2.337335196,0.211560778,-5.205367538,0.1472,0.7439
11/21/2001,1.9,12.61281236,6.2,2.905441341,0.106189065,-0.935151591,0.1472,0.7933
11/22/2001,1.9,3.58075663,6.2,3.605304469,0.225557413,3.840711612,0.1472,0.7933
11/23/2001,1.9,0.756217365,6.2,2.561756983,0.135191683,-3.165859612,0.1472,0.7933
11/24/2001,1.9,11.41454305,6.2,2.667418994,0.170948107,-2.792116668,0.1472,0.7933
11/25/2001,1.9,45.68622238,6.2,20.58227095,0.018044446,33.52866596,0.1472,0.7933
11/26/2001,1.9,2.391561925,6.2,7.416653631,0.078222145,16.43780053,0.1472,0.7933
11/27/2001,1.6,15.6909802,5.3,8.835134078,0.179948177,19.17032166,0.1405,0.581
11/28/2001,1.6,18.93780942,5.3,7.514371508,0.265796745,15.76679813,0.1405,0.581
11/29/2001,1.6,68.86166094,5.3,44.15487989,0.172504943,41.08875123,0.1405,0.581
11/30/2001,1.6,68.47431033,5.3,47.7344162,0.117423867,41.16182998,0.1405,0.581
12/1/2001,1.6,12.3978812,5.3,22.10286872,0.022258882,32.77942363,0.1405,0.581
12/2/2001,1.6,0.065480715,5.3,9.469986034,0.01989489,20.22906173,0.1405,0.581
12/3/2001,1.6,10.88775453,5.3,6.912578212,0.248033343,14.57730553,0.1405,0.581
12/4/2001,1.6,9.047456395,5.3,12.05411732,0.240020223,24.556683,0.1405,0.581
12/5/2001,21,20.54023293,6.2,14.18075698,0.072356697,26.25813979,1.4226,0.768
12/6/2001,21,3.55531676,6.2,8.136100559,0.072896066,17.62262253,1.4226,0.768
12/7/2001,21,1.1151248,6.2,6.502097765,0.054946176,13.97909456,1.4226,0.768
12/8/2001,0,0,6.2,5.121879888,0.141957738,9.866460587,0,0.768
12/9/2001,0,0,6.2,4.206544693,0.20751375,6.324397798,0,0.768
12/10/2001,0,0,6.2,3.618603352,0.213887031,3.519971771,0,0.768
12/11/2001,0,0,6.2,3.175617318,0.241636535,1.036592931,0,0.768
12/12/2001,0,0,6.2,2.830223464,0.226823503,-1.227973386,0,0.768
12/13/2001,0,0,6.2,2.554365922,0.183715873,-3.244722813,0,0.768
12/14/2001,0,0,6.2,2.299751397,0.10200698,-5.400241163,0,0.768
12/15/2001,21,0.1255128,6.2,2.123824022,0.067715698,-7.075440934,1.4226,0.768
12/16/2001,21,0.068083685,6.2,2.005265363,0.110808094,-8.265345916,1.4226,0.768
12/17/2001,0,0,6.2,1.845829609,0.14117859,-10.02077979,0,0.768
12/18/2001,21,0.308992315,6.2,1.743511173,0.071567765,-11.26594893,1.4226,0.768
12/19/2001,6.9,3.590873595,6.6,1.65303352,0.110074416,-12.49448388,0.4621,0.8611
12/20/2001,6.9,1.43968271,6.6,1.560544693,0.174280561,-13.6355035,0.4621,0.8611
12/21/2001,6.9,12.69222033,6.6,1.826472067,0.056270614,-10.20119062,0.4621,0.8611
12/22/2001,0,0,6.6,1.646849162,0,-12.19878724,0,0.8611
12/23/2001,6.9,10.45928059,6.6,1.504709497,0.03441008,-14.99174173,0.4621,0.8611
12/24/2001,6.9,25.78456743,6.6,4.474835196,0.104460783,8.106222617,0.4621,0.8611
12/25/2001,6.9,5.76960255,6.6,6.423108939,0.205039235,15.04845669,0.4621,0.8611
12/26/2001,6.9,4.223730695,6.6,3.517843575,0.062892148,2.932778352,0.4621,0.8611
12/27/2001,6.9,27.24941849,6.6,11.85149162,0.122308245,23.9692291,0.4621,0.8611
12/28/2001,6.9,7.966603355,6.6,8.492027933,0.236805787,18.46533894,0.4621,0.8611
12/29/2001,6.9,0.065480715,6.6,5.287424581,0.082031513,10.55066098,0.4621,0.8611
12/30/2001,0,0,6.6,3.934181564,0,5.175475697,0,0.8611
12/31/2001,6.9,0.24012834,6.6,3.176748603,0,1.096024203,0.4621,0.8611
1/1/2002,6.9,0.24817994,6.6,2.724310056,0,-1.945088992,0.4621,0.8611
1/2/2002,6.9,0.065480715,6.6,2.415695531,0,-4.390703297,0.4621,0.8611
1/3/2002,0,0,6.6,2.20650838,0,-6.251292815,0,0.8611
1/4/2002,5.9,0.3690244,6.7,2.053256983,0.020629041,-7.789427422,0.1934,0.8513
1/5/2002,5.9,25.34506411,6.7,6.466575419,0.002391058,15.78673636,0.1934,0.8513
1/6/2002,5.9,1.198774075,6.7,4.40172905,0.129016075,7.266996266,0.1934,0.8513
1/7/2002,5.9,0.308992315,6.7,3.514851955,0.059289152,3.038804938,0.1934,0.8513
1/8/2002,5.9,0.060032085,6.7,2.963614525,0.018560468,-0.271389172,0.1934,0.8513
1/9/2002,2.8,0.65480714,6.6,2.598435754,0.035315222,-2.908685048,0.2054,0.8043
1/10/2002,0,0,6.6,2.35646648,0.154487162,-4.906615613,0,0.8043
1/11/2002,2.8,0.437108085,6.6,2.192807263,0.23124903,-6.414809114,0.2054,0.8043
1/12/2002,2.8,0.811581115,6.6,2.055243017,0.326890508,-7.766860705,0.2054,0.8043
1/13/2002,2.8,4.253567405,6.6,2.044458101,0.145694663,-7.905461695,0.2054,0.8043
1/14/2002,2.8,10.46242116,6.6,2.763276536,0.120225719,-1.052004131,0.2054,0.8043
1/15/2002,2.8,7.209605705,6.6,3.277106145,0.13290832,1.753700377,0.2054,0.8043
1/16/2002,3.4,10.92314644,6.7,3.108846369,0.148900523,0.267630864,0.2247,0.7898
1/17/2002,3.4,13.44500008,6.7,7.991723464,0.080023503,17.49992463,0.2247,0.7898
1/18/2002,3.4,8.437523365,6.7,5.655946927,0.189989536,11.4190527,0.2247,0.7898
1/19/2002,3.4,1.450337275,6.7,5.688226257,0.281007297,11.83695469,0.2247,0.7898
1/20/2002,3.4,51.22983902,6.7,26.71732961,0.115920349,37.49676781,0.2247,0.7898
1/21/2002,3.4,17.86458096,6.7,16.46886872,0.133605464,28.04419972,0.2247,0.7898
1/22/2002,3.4,10.16432612,6.7,13.1882933,0.282822009,25.46559447,0.2247,0.7898
1/23/2002,4.9,22.82082466,6.7,12.89923743,0.176935966,24.15394939,0.3382,0.7733
1/24/2002,4.9,8.28232938,6.7,13.44537151,0.064267787,25.79662698,0.3382,0.7733
1/25/2002,4.9,26.47428838,6.7,19.08995531,0.115326483,31.5604227,0.3382,0.7733
1/26/2002,4.9,23.24132476,6.7,28.68118994,0.274944467,36.0276554,0.3382,0.7733
1/27/2002,4.9,38.96318133,6.7,22.00052514,0.104102813,32.38507564,0.3382,0.7733
1/28/2002,4.9,3.193728595,6.7,15.96444134,0.469259059,29.8324784,0.3382,0.7733
1/29/2002,4.9,0.5025888,6.7,7.592530726,0.224853273,16.61226824,0.3382,0.7733
1/30/2002,3.1,47.80213595,6.1,25.62239665,0.208702978,34.84655078,0.2147,0.6435
1/31/2002,3.1,18.17143015,6.1,21.10809218,0.132313624,32.20953844,0.2147,0.6435
2/1/2002,3.1,39.87149705,6.1,30.40235196,0.161824179,36.35773913,0.2147,0.6435
2/2/2002,3.1,19.27512008,6.1,23.0715,0.209051574,32.86731466,0.2147,0.6435
2/3/2002,3.1,10.69858369,6.1,14.30909497,0.414122545,26.31442213,0.2147,0.6435
2/4/2002,3.1,16.45326155,6.1,13.53564804,0.137658092,25.87468792,0.2147,0.6435
2/5/2002,3.1,20.01443455,6.1,14.84152793,0.303221457,26.62572066,0.2147,0.6435
2/6/2002,3.3,2.80889591,6.4,11.32242737,0.229586542,23.18324796,0.2282,0.7122
2/7/2002,3.3,32.60986592,6.4,21.62823184,0.068923789,33.63644686,0.2282,0.7122
2/8/2002,3.3,21.62336848,6.4,16.65832123,0.15377627,28.59670787,0.2282,0.7122
2/9/2002,3.3,5.47673897,6.4,11.42411732,0.444189005,23.33822607,0.2282,0.7122
2/10/2002,3.3,62.95980834,6.4,32.49600838,0.269163768,39.6884462,0.2282,0.7122
2/11/2002,3.3,41.69025065,6.4,55.68491061,0.324105753,45.16008598,0.2282,0.7122
2/12/2002,3.3,0.065480715,6.4,10.89510335,0.246668106,22.5764399,0.2282,0.7122
2/13/2002,8.7,2.886636725,6.9,6.993980447,0.246851726,15.22614808,0.576,0.7407
2/14/2002,8.7,0.3690244,6.9,5.19448324,0.436140149,10.16021649,0.576,0.7407
2/15/2002,8.7,0.065480715,6.9,4.103044693,0.642185488,5.905055044,0.576,0.7407
2/16/2002,0,0,6.9,3.467111732,0.55935764,2.720143815,0,0.7407
2/17/2002,8.7,7.34160952,6.9,3.23622905,0.343962728,1.318261578,0.576,0.7407
2/18/2002,8.7,11.90076657,6.9,3.061332402,0.401336534,-0.078446852,0.576,0.7407
2/19/2002,8.7,85.35500815,6.9,45.52300559,0.174711297,46.68847965,0.576,0.7407
2/20/2002,3.7,13.88946663,6.6,30.87495251,0.295161036,40.58422771,0.3693,0.6209
2/21/2002,3.7,31.05576413,6.6,16.43653911,0.113365061,29.63378917,0.3693,0.6209
2/22/2002,3.7,23.78141308,6.6,25.6457514,0.647231164,34.92883321,0.3693,0.6209
2/23/2002,3.7,5.20520393,6.6,9.121273743,0.307737395,19.65633236,0.3693,0.6209
2/24/2002,3.7,76.14224221,6.6,38.286,0.144994996,42.38530262,0.3693,0.6209
2/25/2002,3.7,86.29930701,6.6,72.55563687,0.105587874,45.99601266,0.3693,0.6209
2/26/2002,3.7,13.05620159,6.6,33.6707095,0.515535632,40.01294632,0.3693,0.6209
2/27/2002,1.857128596,3.411184975,6.8,9.517173184,0.564410256,20.10612559,2.0351,0.7609
2/28/2002,8.843204559,9.34374817,6.8,7.856547486,0.433587871,17.08657449,2.0351,0.7609
3/1/2002,0,0,6.8,5.89799162,0.557309626,12.32446566,0,0.7609
3/2/2002,3.017698837,0.437108085,6.8,4.784053073,0.303268138,8.580062478,2.0351,0.7609
3/3/2002,0,0,6.8,4.273189944,0.350792902,6.614763896,0,0.7609
3/4/2002,2.926285248,0.434505115,6.8,3.588837989,0.282531757,3.371151609,2.0351,0.7609
3/5/2002,16.08477399,1.374202,6.8,3.176648045,0.991550571,1.053416523,2.0351,0.7609
3/6/2002,2.989956289,24.01959874,6.8,7.422913408,0.125004081,17.17530187,2.0351,0.7609
3/7/2002,25.2,0.1335644,9.1,4.764393855,1.129061608,8.804707541,1.8005,0.9384
3/8/2002,25.2,7.140741725,9.1,3.95323743,0.234112201,5.036961347,1.8005,0.9384
3/9/2002,25.2,10.00548677,9.1,5.118888268,0.105686359,9.873006267,1.8005,0.9384
3/10/2002,25.2,22.11323734,9.1,8.761927374,0.337390375,19.7164719,1.8005,0.9384
3/11/2002,25.2,3.267095985,9.1,7.191955307,0.394598017,15.81247549,1.8005,0.9384
3/12/2002,25.2,0.12811577,9.1,5.261405028,0.521556704,10.38677826,1.8005,0.9384
3/13/2002,0,0,9.5,4.137360335,0.818696999,6.063495898,0,0.8854
3/14/2002,1.6,0.199045115,9.5,3.456226257,0.837427189,2.650856493,0.1304,0.8854
3/15/2002,1.6,11.57043959,9.5,3.778164804,0.10528727,4.061159028,0.1304,0.8854
3/16/2002,1.6,1.69124591,9.5,3.875430168,0.557420863,4.981078585,0.1304,0.8854
3/17/2002,1.6,2.14936822,9.5,3.131572626,0.450869669,0.739418661,0.1304,0.8854
3/18/2002,1.6,18.60722034,9.5,6.129628492,0.201849938,14.14274834,0.1304,0.8854
3/19/2002,1.6,6.166452635,9.5,5.268393855,0.689238544,10.49743901,0.1304,0.8854
3/20/2002,2.508413624,12.36567481,7.6,5.801304469,0.506836309,11.97743107,0.1882,0.8382
3/21/2002,5.36055588,0.3690244,7.6,5.845977654,0.652905017,12.42727237,0.1882,0.8382
3/22/2002,1.195784433,0.6281016,7.6,4.562195531,0.471722141,7.782579339,0.1882,0.8382
3/23/2002,0,0,7.6,3.835206704,0.321398296,4.624990324,0,0.8382
3/24/2002,0,0,7.6,3.303804469,1.310274252,1.804494279,0,0.8382
3/25/2002,5.934332493,0.5025888,7.6,2.900488827,0.809505058,-0.723670673,0.1882,0.8382
3/26/2002,1.178528683,0.3690244,7.6,2.562234637,1.829884222,-3.167146909,0.1882,0.8382
3/27/2002,0,0,8.1,2.298645251,1.887787654,-5.409236814,0,0.8156
3/28/2002,0,0,8.1,2.080960894,1.710391777,-7.458451633,0,0.8156
3/29/2002,0,0,8.1,1.895002793,1.926025792,-9.441529975,0,0.8156
3/30/2002,1.3,0.568069515,8.1,1.736069832,1.77443916,-11.35705853,0.1293,0.8156
3/31/2002,1.3,19.90042097,8.1,2.192882682,0.583524191,-6.83279495,0.1293,0.8156
4/1/2002,1.3,6.3819214,8.1,2.670108939,0.453415699,-2.067776524,0.1293,0.8156
4/2/2002,1.3,4.24836147,8.1,2.110625698,0.54198605,-7.091651257,0.1293,0.8156
4/3/2002,4.684714868,5.29615734,6.9,2.313402235,0.767683742,-5.417545915,0.2322,0.7871
4/4/2002,0,0,6.9,2.086013966,1.99188338,-7.27512078,0,0.7871
4/5/2002,0,0,6.9,1.832681564,1.271839288,-10.16887232,0,0.7871
4/6/2002,0,0,6.9,1.681994413,2.031114461,-12.0315084,0,0.7871
4/7/2002,0,0,6.9,1.604111732,1.922826469,-13.1081678,0,0.7871
4/8/2002,4.021072012,0.060032085,6.9,1.539452514,2.111921176,-14.0168856,0.2322,0.7871
4/9/2002,0,0,6.9,1.478187151,1.671343401,-14.92810754,0,0.7871
4/10/2002,0,0,6.5,1.41151676,1.595398016,-15.95730712,0,0.8055
4/11/2002,0,0,6.5,1.354776536,1.210459451,-16.89854524,0,0.8055
4/12/2002,0,0,6.5,1.296452514,0.958111815,-17.90533794,0,0.8055
4/13/2002,0,0,6.5,1.231139665,1.52270512,-19.08294122,0,0.8055
4/14/2002,7.367167873,3.8190623,6.5,1.230159218,0.459832627,-19.16617467,0.2322,0.8055
4/15/2002,3.481385669,0.065480715,6.5,1.150365922,1.6063883,-20.64283161,0.2322,0.8055
4/16/2002,6.545937753,0.068083685,6.5,1.087768156,1.860210473,-22.01068659,0.2322,0.8055
4/17/2002,3.1,11.74776794,6.8,1.084072626,0.985659626,-22.57584604,0.2322,0.8115
4/18/2002,3.1,13.42935672,6.8,2.013360335,0.858807275,-8.218900818,0.2322,0.8115
4/19/2002,3.1,0.060032085,6.8,1.556522346,2.395620457,-13.08766553,0.2322,0.8115
4/20/2002,3.1,5.075803095,6.8,1.414156425,1.011346836,-15.94600662,0.2322,0.8115
4/21/2002,3.1,2.269432385,6.8,1.256354749,2.637738207,-18.53149534,0.2322,0.8115
4/22/2002,3.1,2.81648767,6.8,1.20225419,0.697843166,-19.68208315,0.2322,0.8115
4/23/2002,3.1,0.3690244,6.8,1.143427374,0.896278432,-20.8151062,0.2322,0.8115
4/24/2002,4.9,1.371599025,10,1.066424581,2.775458445,-22.49131582,0.336,0.8877
4/25/2002,4.9,0.20164808,10,1.030022346,2.0315615,-23.29822371,0.336,0.8877
4/26/2002,4.9,28.35233141,10,3.805944134,0.886809101,6.390420119,0.336,0.8877
4/27/2002,4.9,31.54963161,10,8.203248603,0.820622184,24.99054791,0.336,0.8877
4/28/2002,4.9,23.70679613,10,15.24635196,0.817415959,27.5391573,0.336,0.8877
4/29/2002,4.9,11.9899167,10,9.887832402,0.724123904,20.83636325,0.336,0.8877
4/30/2002,4.9,37.58308299,10,20.3249162,1.292904214,31.71857948,0.336,0.8877
5/1/2002,0.57227565,7.46836245,7.3,12.90197765,1.713170589,25.36778173,0.5407,0.8658
5/2/2002,3.962763615,0.5025888,7.3,6.56997486,2.163427154,14.32063393,0.5407,0.8658
5/3/2002,6.874088894,0.882510455,7.3,4.510055866,1.930994545,7.725503877,0.5407,0.8658
5/4/2002,0.773099455,1.26140913,7.3,3.47626257,1.674159455,2.837009056,0.5407,0.8658
5/5/2002,0.641879802,0.065480715,7.3,2.829569832,2.409863299,-1.130855106,0.5407,0.8658
5/6/2002,3.18668478,0.12811577,7.3,2.430427374,0.795048056,-4.249651634,0.5407,0.8658
5/7/2002,3.959189934,0.193596485,7.3,2.206583799,0.364737271,-6.254282577,0.5407,0.8658
5/8/2002,2.05371389,0.308992315,7.2,2.008634078,1.229077622,-8.205763722,0.1173,0.8417
5/9/2002,0,0,7.2,1.83222905,1.375589232,-10.17261087,0,0.8417
5/10/2002,0,0,7.2,1.684910615,2.694341899,-11.98917044,0,0.8417
5/11/2002,0,0,7.2,1.550011173,2.688804975,-13.80891616,0,0.8417
5/12/2002,4.430625428,1.047041115,7.2,1.446787709,2.201724435,-15.42073448,0.1173,0.8417
5/13/2002,1.54975374,9.866231055,7.2,1.694639665,0.684551713,-11.87656496,0.1173,0.8417
5/14/2002,2.184952684,4.37156621,7.2,1.776092179,1.977991163,-10.73241033,0.1173,0.8417
5/15/2002,1.1,10.88941228,7,2.225287709,1.344933968,-5.733481704,0.1173,0.8178
5/16/2002,1.1,0.308992315,7,1.650946927,3.09455795,-12.26261461,0.1173,0.8178
5/17/2002,1.1,11.70614711,7,1.742606145,1.192501361,-11.6932986,0.1173,0.8178
5/18/2002,1.1,14.25877866,7,4.192768156,0.990991882,6.331477481,0.1173,0.8178
5/19/2002,1.1,2.313898875,7,2.638759777,1.100343091,-2.419645106,0.1173,0.8178
5/20/2002,1.1,1.816758715,7,2.282103352,1.099092863,-5.523578313,0.1173,0.8178
5/21/2002,1.1,10.11441099,7,2.355636872,1.14046235,-5.450535331,0.1173,0.8178
5/22/2002,4.2,17.2858569,8.3,4.627382682,1.193736271,8.49828015,0.3037,0.7747
5/23/2002,4.2,12.78486643,8.3,6.749824022,1.562469983,14.77242714,0.3037,0.7747
5/24/2002,4.2,7.13867636,8.3,5.73227095,1.433706649,11.73078146,0.3037,0.7747
5/25/2002,4.2,13.98907972,8.3,5.455709497,1.364062186,10.67530915,0.3037,0.7747
5/26/2002,4.2,0.5025888,8.3,5.379486034,2.254454415,11.12354432,0.3037,0.7747
5/27/2002,4.2,0.060032085,8.3,3.827840782,2.784579607,4.673735362,0.3037,0.7747
5/28/2002,4.2,32.09453649,8.3,5.841653631,1.142402641,11.87998057,0.3037,0.7747
5/29/2002,4.2,10.75630774,8.3,13.85198045,1.943338636,27.10429221,0.3037,0.7747
5/30/2002,5.096436372,9.87902874,7,7.366776536,2.250840239,16.00205373,0.3756,0.7951
5/31/2002,0,0,7,4.989167598,3.198353995,9.5313006,0,0.7951
6/1/2002,0,0,7,3.829826816,4.282277091,4.666671166,0,0.7951
6/2/2002,0,0,7,3.240628492,2.155098606,1.443017978,0,0.7951
6/3/2002,3.187590645,9.81767877,7,3.251815642,1.481128507,1.508860451,0.3756,0.7951
6/4/2002,0,0,7,2.644793296,1.590066166,-2.497119032,0,0.7951
6/5/2002,0.832018825,2.117699425,7,2.343846369,1.96496806,-5.042353364,0.3756,0.7951
6/6/2002,8.550800729,9.416403025,7,2.599039106,0.861431909,-3.046983229,0.3756,0.7951
6/7/2002,5.3,4.13610621,7.5,2.780145251,0.389564805,-1.59364674,0.3756,0.826
6/8/2002,5.3,3.122877015,7.5,2.415318436,1.078590121,-4.440074081,0.3756,0.826
6/9/2002,5.3,23.65626565,7.5,4.642039106,1.459938449,7.415793598,0.3756,0.826
6/10/2002,5.3,13.90910862,7.5,11.59154749,1.675993847,23.55523751,0.3756,0.826
6/11/2002,5.3,3.685255215,7.5,6.239388268,1.830762506,13.35811778,0.3756,0.826
6/12/2002,3.6,1.70863418,7,4.44974581,1.771488009,7.452368309,0.2053,0.7875
6/13/2002,3.6,3.763698545,7,3.571164804,2.194845026,3.275581443,0.2053,0.7875
6/14/2002,3.6,13.76357175,7,4.29973743,0.63380624,6.872192137,0.2053,0.7875
6/15/2002,3.6,5.87726724,7,4.771282123,1.1459135,8.633566761,0.2053,0.7875
6/16/2002,3.6,0.5025888,7,3.781055866,1.584508249,4.425654134,0.2053,0.7875
6/17/2002,3.6,3.28314696,7,3.247215084,2.887711209,1.468022737,0.2053,0.7875
6/18/2002,3.6,0.429056485,7,2.886460894,2.243333806,-0.837750898,0.2053,0.7875
6/19/2002,1.729290134,0.308992315,6.7,2.608843575,2.766127588,-2.848490765,0.1715,0.7879
6/20/2002,0,0,6.7,2.385050279,2.753579145,-4.660000178,0,0.7879
6/21/2002,3.099895908,5.627769405,6.7,2.364209497,0.586130059,-4.922709674,0.1715,0.7879
6/22/2002,3.861642538,2.052218715,6.7,2.251407821,1.6834002,-5.809824726,0.1715,0.7879
6/23/2002,0.833612767,1.07326128,6.7,2.000715084,2.79711701,-8.302691016,0.1715,0.7879
6/24/2002,0,0,6.7,1.864935754,2.243419304,-9.821738633,0,0.7879
6/25/2002,3.663725798,0.937093915,6.7,1.769907821,2.680447927,-10.92778101,0.1715,0.7879
6/26/2002,2,4.77746534,7.2,1.695796089,2.428659185,-11.93223407,0.1715,0.7744
6/27/2002,2,0.308992315,7.2,1.609240223,2.128078392,-12.95874034,0.1715,0.7744
6/28/2002,0,0,7.2,1.479393855,2.584008375,-14.87471123,0,0.7744
6/29/2002,2,0.562620885,7.2,1.429994413,1.513130559,-15.70859502,0.1715,0.7744
6/30/2002,2,25.94726927,7.2,2.00775419,1.108155292,-8.841497962,0.1715,0.7744
