hour_ended,P Cl mg/l,P water flux mm/day,Q Cl mg/l,Q water flux mm/day,ET0 mm/day,S mm,P Mg mg/l,Q Mg mg/l
5/26/1986,2.9,10,6.4,6.103432961,2.172994517,13.05829537,0.21,0.7
5/27/1986,4.3,5.25,6.2,4.740335196,1.522774337,8.49261795,0.24,0.76
5/28/1986,4.3,0.5,6.2,3.752371508,1.404771535,4.229598905,0.24,0.76
5/29/1986,4.3,1,6.2,3.232583799,1.999489443,1.389107804,0.24,0.76
5/30/1986,4.3,7.5,6.2,2.947550279,1.785637268,-0.700089971,0.24,0.76
5/31/1986,4.3,3.25,6.2,3.09373743,1.113867445,0.73157912,0.24,0.76
6/1/1986,4.3,0.5,6.2,2.670963687,1.240944402,-2.387550496,0.24,0.76
6/2/1986,4.3,0.5,6.2,2.394829609,1.516711775,-4.519347525,0.24,0.76
6/3/1986,2,9.75,5.5,2.794575419,0.815619526,-1.464829439,0.1,0.63
6/4/1986,2,1.5,5.5,2.392944134,1.280308793,-4.562006162,0.1,0.63
6/5/1986,2,0.5,5.5,2.171765363,2.537346745,-6.585445596,0.1,0.63
6/6/1986,0,0,5.5,2.054689944,2.302994709,-7.780259601,0,0.63
6/7/1986,2,0.5,5.5,1.908854749,1.096733455,-9.299918516,0.1,0.63
6/8/1986,0,0,5.5,1.778304469,1.993260365,-10.82153714,0,0.63
6/9/1986,2,10,5.5,2.159748603,0.555699438,-6.717928529,0.1,0.63
6/10/1986,2,31.75,5.5,7.290905028,0.827834436,16.11296313,0.1,0.63
6/11/1986,4.9,1,6,5.231664804,2.650685291,10.81867161,0.24,0.73
6/12/1986,0,0,6,3.428145251,2.887503437,2.623864794,0,0.73
6/13/1986,4.9,0.5,6,2.945212291,2.222600628,-0.442102715,0.24,0.73
6/14/1986,4.9,0.25,6,2.656784916,3.75544331,-2.476137307,0.24,0.73
6/15/1986,0,0,6,2.401290503,4.124790962,-4.501205825,0,0.73
6/16/1986,0,0,6,2.253896648,2.91663776,-5.839640912,0,0.73
6/17/1986,0,0,6,2.137977654,0.964581835,-6.928194904,0,0.73
6/18/1986,0,0,6,1.955941341,2.918687798,-8.770130593,0,0.73
6/19/1986,0,0,6,1.790572626,2.872922717,-10.64203042,0,0.73
6/20/1986,0,0,6,1.685740223,0.918059999,-12.00078415,0,0.73
6/21/1986,0,0,6,1.566527933,2.55439503,-13.61183475,0,0.73
6/22/1986,0,0,6,1.508530726,0.706128597,-14.4694579,0,0.73
6/23/1986,3.187696993,0.5,6,1.437712291,0.648211903,-15.54762818,0.09,0.73
6/24/1986,1.389032035,2.75,6,1.401611732,1.167878797,-16.11460534,0.09,0.73
6/25/1986,1.02938891,0.25,5.9,1.275863128,2.290467683,-18.2206373,0.09,0.59
6/26/1986,0,0,5.9,1.152351955,3.801559763,-20.55901819,0,0.59
6/27/1986,0,0,5.9,1.039927374,3.089910163,-23.0364563,0,0.59
6/28/1986,0,0,5.9,0.963402235,3.416488279,-24.89273725,0,0.59
6/29/1986,0,0,5.9,0.885896648,1.643282015,-26.9715126,0,0.59
6/30/1986,0,0,5.9,0.868399441,1.618350346,-27.54338261,0,0.59
7/1/1986,0,0,5.9,0.82724581,3.793200359,-28.7048373,0,0.59
7/2/1986,0,0,5.7,0.816611732,1.824731364,-29.09985809,0,0.76
7/3/1986,0,0,5.7,0.78898324,2.721734713,-29.91344081,0,0.76
7/4/1986,0.8,23.25,5.7,1.674100559,0.959746084,-10.91186187,0.09,0.76
7/5/1986,0.8,0.75,5.7,0.996511173,0.889348778,-23.91855197,0.09,0.76
7/6/1986,0.8,4.25,5.7,0.889818436,2.005241356,-26.96918094,0.09,0.76
7/7/1986,0.8,2.25,5.7,0.878379888,2.644385162,-27.06405888,0.09,0.76
7/8/1986,0.8,6,5.7,0.932656425,1.728754553,-25.77797224,0.09,0.76
7/9/1986,0.9,11.5,6,0.924435754,2.049767652,-27.154834,0.06,0.8
7/10/1986,0.9,12.75,6,2.166435754,1.199277849,-6.425143596,0.06,0.8
7/11/1986,0.9,2.25,6,1.800653631,0.620034392,-10.19067578,0.06,0.8
7/12/1986,0.9,1.25,6,1.344092179,1.104237824,-16.95627572,0.06,0.8
7/13/1986,0.9,0.5,6,1.189030726,1.703505906,-19.86810319,0.06,0.8
7/14/1986,0.9,1,6,1.197452514,1.637105524,-19.79740573,0.06,0.8
7/15/1986,0,0,6,1.099860335,3.328401928,-21.6964101,0,0.8
7/16/1986,1.110558944,1,6.2,1.037011173,2.316739323,-23.13160016,0.06,0.85
7/17/1986,0,0,6.2,0.98253352,1.364706104,-24.46902277,0,0.85
7/18/1986,0,0,6.2,0.943340782,1.036618225,-25.46155899,0,0.85
7/19/1986,1.000013132,0.5,6.2,0.914782123,2.069585084,-26.22685164,0.06,0.85
7/20/1986,2.244973633,4.5,6.2,0.984167598,1.357210057,-24.44545783,0.06,0.85
7/21/1986,0,0,6.2,0.894418994,1.924130374,-26.74576605,0,0.85
7/22/1986,1.61689218,0.75,6.2,0.842430168,1.729956352,-28.27669043,0.06,0.85
7/23/1986,0.9,1.25,5.4,0.821891061,1.266341913,-28.88812811,0.06,0.78
7/24/1986,0.9,9.25,5.4,0.822997207,2.176023217,-29.22638946,0.06,0.78
7/25/1986,0.9,9.75,5.4,1.426625698,1.229912263,-15.2129531,0.06,0.78
7/26/1986,0.9,3.75,5.4,1.040832402,2.036691331,-22.99180479,0.06,0.78
7/27/1986,0.9,0.25,5.4,0.885067039,2.492224197,-26.95927136,0.06,0.78
7/28/1986,0.9,28.79374365,5.4,3.694625698,0.47441257,6.664744971,0.06,0.78
7/29/1986,0.9,12.80764918,5.4,7.113519553,0.646071938,15.81058892,0.06,0.78
7/30/1986,2.5,20.5,6,9.046106145,0.327372896,19.76493074,0.16,0.83
7/31/1986,2.5,21.5,6,12.21903352,0.730224298,24.18302428,0.16,0.83
8/1/1986,2.5,9,6,8.047005587,1.099861076,17.39925734,0.16,0.83
8/2/1986,2.5,4.5,6,6.869463687,1.968887689,14.98336742,0.16,0.83
8/3/1986,0,0,6,4.81203352,0.869587822,8.835005715,0,0.83
8/4/1986,2.5,12.33004278,6,4.391371508,1.567451434,6.374950744,0.16,0.83
8/5/1986,2.5,10.26456325,6,7.039759777,1.619546635,15.74614214,0.16,0.83
8/6/1986,3.7,12.77214373,6.4,5.899977654,0.969887812,12.10449422,0.24,0.78
8/7/1986,3.7,17.03678261,6.4,11.60796369,0.341171348,23.15435293,0.24,0.78
8/8/1986,3.7,2.83070762,6.4,7.463212291,1.180166681,16.26660331,0.24,0.78
8/9/1986,0,0,6.4,5.378103352,2.091740215,10.80427167,0,0.78
8/10/1986,3.7,2.25,6.4,4.153952514,1.457012204,6.151143803,0.24,0.78
8/11/1986,3.7,2,6.4,3.48448324,0.355314926,2.847531642,0.24,0.78
8/12/1986,3.7,4.25,6.4,3.040944134,0.999006582,-0.084851642,0.24,0.78
8/13/1986,3.3,8.75,6.1,3.984888268,0.6063695,5.477173238,0.22,0.74
8/14/1986,3.3,2.25,6.1,3.209153631,1.80129456,1.329157306,0.22,0.74
8/15/1986,3.3,1.25,6.1,2.683307263,1.305976798,-2.254002282,0.22,0.74
8/16/1986,3.3,0.25,6.1,2.417103352,1.134330251,-4.385396014,0.22,0.74
8/17/1986,3.3,0.25,6.1,2.217821229,2.521173145,-6.153663362,0.22,0.74
8/18/1986,3.3,1.75,6.1,2.111731844,0.60198589,-7.207662105,0.22,0.74
8/19/1986,3.3,0.25,6.1,1.957173184,1.318345731,-8.761606352,0.22,0.74
8/20/1986,0,0,5.2,1.780893855,2.739617173,-10.76952734,0,0.61
8/21/1986,0.4,2.25,5.2,1.720558659,0.500298163,-11.59146777,0.02,0.61
8/22/1986,0.4,16.75,5.2,2.809759777,0.499131922,-0.757940319,0.02,0.61
8/23/1986,0.4,0.25,5.2,2.134608939,0.766385149,-6.816952038,0.02,0.61
8/24/1986,0,0,5.2,1.85696648,1.625832429,-9.850229543,0,0.61
8/25/1986,0.4,45.10585984,5.2,13.85972346,0.143146728,32.69679391,0.02,0.61
8/26/1986,0.4,17.75,5.2,22.38913408,0.225575243,33.95063661,0.02,0.61
8/27/1986,5.4,5,6,8.720748603,1.555284114,18.90971899,0.31,0.73
8/28/1986,5.4,0.5,6,5.5485,1.461257582,11.40746884,0.31,0.73
8/29/1986,5.4,2.75,6,4.112371508,1.096495789,6.000080965,0.31,0.73
8/30/1986,0,0,6,3.243645251,0.728932771,1.518841237,0,0.73
8/31/1986,0,0,6,2.7225,2.244347114,-1.938888778,0,0.73
9/1/1986,5.4,10.75,6,3.215614525,0.859396327,1.302222205,0.31,0.73
9/2/1986,5.4,20,6,3.961332402,1.180052739,2.887658287,0.31,0.73
9/3/1986,3.8,10,6.3,9.477301676,1.755723179,21.47431764,0.26,0.73
9/4/1986,3.8,0.25,6.3,4.839184358,1.998244332,9.016392986,0.26,0.73
9/5/1986,0,0,6.3,3.668807263,0.996702876,3.872345157,0,0.73
9/6/1986,3.8,0.75,6.3,3.110304469,0.624528014,0.646055167,0.26,0.73
9/7/1986,0,0,6.3,2.695072626,2.140763813,-2.151669987,0,0.73
9/8/1986,0,0,6.3,2.402949721,1.053544482,-4.479472605,0,0.73
9/9/1986,0,0,6.3,2.171337989,1.737081092,-6.578102112,0,0.73
9/10/1986,0,0,6.2,1.993173184,1.953795044,-8.378419683,0,0.78
9/11/1986,0,0,6.2,1.851410615,0.905866106,-9.952758191,0,0.78
9/12/1986,0,0,6.2,1.693810056,0.834097778,-11.87123793,0,0.78
9/13/1986,2.062099469,0.5,6.2,1.582692737,0.737272376,-13.37453372,0.1,0.78
9/14/1986,3.727052073,0.25,6.2,1.462198324,0.937593093,-15.13694372,0.1,0.78
9/15/1986,0,0,6.2,1.367522346,0.221001366,-16.65040353,0,0.78
9/16/1986,0,0,6.2,1.281167598,1.276255195,-18.15176054,0,0.78
9/17/1986,4.675576922,0.25,6,1.221209497,0.836095596,-19.28484872,0.1,0.79
9/18/1986,0,0,6,1.133874302,1.668086978,-20.99093872,0,0.79
9/19/1986,1.445163816,0.25,6,1.068259777,1.92809786,-22.42673185,0.1,0.79
9/20/1986,0,0,6,0.994173184,2.177724914,-24.1339353,0,0.79
9/21/1986,3.182675542,0.75,6,0.935547486,1.080798808,-25.66989084,0.1,0.79
9/22/1986,0,0,6,0.891452514,1.677938542,-26.83441149,0,0.79
9/23/1986,0,0,6,0.854748603,0.849554576,-27.91235028,0,0.79
9/24/1986,0,0,6.2,0.82427933,0.277790989,-28.83435581,0,0.81
9/25/1986,0,0,6.2,0.800899441,0.957307669,-29.55597865,0,0.81
9/26/1986,0,0,6.2,0.771435754,0.624569518,-30.4887575,0,0.81
9/27/1986,1.03621827,0.5,6.2,0.750695531,0.897519304,-31.23581346,0.1,0.81
9/28/1986,2.361184213,0.75,6.2,0.74627095,0.628203339,-31.39953488,0.1,0.81
9/29/1986,3.258480739,0.5,6.2,0.727743017,1.653376911,-31.97917298,0.1,0.81
9/30/1986,0,0,6.2,0.688324022,2.147772681,-33.46037887,0,0.81
10/1/1986,0,0,6.2,0.668941341,0.591618099,-34.18244205,0,0.81
10/2/1986,2.5,1,6.2,0.653128492,1.612001206,-34.84595918,0.1,0.81
10/3/1986,0,0,6.2,0.632790503,1.55331107,-35.65908855,0,0.81
10/4/1986,2.5,5.5,6.2,0.66373743,1.358425919,-34.55076259,0.1,0.81
10/5/1986,2.5,1.25,6.2,0.66602514,0.654533517,-34.19955546,0.1,0.81
10/6/1986,0,0,6.2,0.631206704,0.526273101,-35.72700174,0,0.81
10/7/1986,2.5,1.5,6.2,0.615645251,0.289160584,-36.45899299,0.1,0.81
10/8/1986,1.4,0.5,6.2,0.613256983,0.480137015,-36.48233698,0.1,0.89
10/9/1986,1.4,12.5,6.2,0.729,0.160416507,-32.30440843,0.1,0.89
10/10/1986,1.4,5.25,6.2,1.097572626,0.327025137,-21.39148554,0.1,0.89
10/11/1986,0,0,6.2,0.771335196,1.08650896,-30.32508476,0,0.89
10/12/1986,0,0,6.2,0.690536313,0.850133333,-33.31333326,0,0.89
10/13/1986,1.4,0.25,6.2,0.653505587,0.240232456,-34.81608465,0.1,0.89
10/14/1986,1.4,1.25,6.2,0.646340782,0.280289975,-35.13839173,0.1,0.89
10/15/1986,5.1,0.25,6.7,0.607701117,0.654467888,-36.7002026,0.32,0.97
10/16/1986,0,0,6.7,0.564787709,1.119932199,-38.67091706,0,0.97
10/17/1986,0,0,6.7,0.54372067,1.168269541,-39.74877708,0,0.97
10/18/1986,5.1,15.75,6.7,0.922550279,0.178971169,-24.65340311,0.32,0.97
10/19/1986,5.1,11.5,6.7,1.105868715,0.371643342,-20.69726906,0.32,0.97
10/20/1986,5.1,53.27919868,6.7,8.404240223,0.690823265,19.75895813,0.32,0.97
10/21/1986,5.1,35.93395339,6.7,10.37456145,0.177219174,21.78843657,0.32,0.97
10/22/1986,12.2,15.55146006,10.8,9.826189944,0.421688472,20.91648376,0.78,1.05
10/23/1986,12.2,6.90500477,10.8,6.545162011,0.505576728,14.16748675,0.78,1.05
10/24/1986,12.2,10.42473199,10.8,5.415486034,0.235687077,10.64081514,0.78,1.05
10/25/1986,12.2,48.58800733,10.8,23.16871508,0.276241197,34.35850915,0.78,1.05
10/26/1986,12.2,2.23282,10.8,9.894092179,0.430812573,21.05238803,0.78,1.05
10/27/1986,12.2,32.74588563,10.8,15.47592737,0.078822822,27.56439229,0.78,1.05
10/28/1986,12.2,21.92116502,9.5,20.13204469,0.125490969,30.61082623,0.78,0.89
10/29/1986,3.5,2.659396935,7.5,10.90176536,0.437180317,22.40788219,0.24,0.88
10/30/1986,3.5,17.75,7.5,11.29939944,0.49032659,22.83785014,0.24,0.88
10/31/1986,3.5,15.75,7.5,8.945346369,0.348329957,18.74867425,0.24,0.88
11/1/1986,3.5,11.25,7.5,13.67263408,0.018706353,25.96808204,0.24,0.88
11/2/1986,3.5,0.25,7.5,7.709053073,0.450287265,16.83982499,0.24,0.88
11/3/1986,3.5,12.96234809,7.5,7.370497207,0.296807351,15.95627666,0.24,0.88
11/4/1986,3.5,0.25,7.5,5.603505587,0.391278629,11.43104343,0.24,0.88
11/5/1986,3.3,32,6.6,14.41103631,0.217005991,28.94302794,0.21,0.58
11/6/1986,0,0,7.2,9.076298883,0.526439697,19.58506549,0,0.85
11/7/1986,3.3,19.5,7.2,8.794081006,0.160146071,18.55918779,0.21,0.85
11/8/1986,3.3,18.25,7.2,13.34996648,0.414686613,25.25945726,0.21,0.85
11/9/1986,3.3,21.25,7.2,12.77105028,0.27386163,24.32635805,0.21,0.85
11/10/1986,3.3,2.25,7.2,12.86456983,0.422693303,25.79248414,0.21,0.85
11/11/1986,3.3,7,7.2,9.155488827,0.111040147,19.37716286,0.21,0.85
11/12/1986,3,1.75,7.2,6.779689944,0.300146173,14.63183731,0.2,0.7
11/13/1986,3,18.5,7.2,11.3082486,0.097664006,23.35675188,0.2,0.7
11/14/1986,3,9.75,7.2,9.514759777,0.041053301,19.91014498,0.2,0.7
11/15/1986,3,0.25,7.2,7.592405028,0.347025432,16.53358773,0.2,0.7
11/16/1986,3,14.5,7.2,9.368170391,0.216960082,19.99412213,0.2,0.7
11/17/1986,3,14.75,7.2,9.165444134,0.170324426,19.38662294,0.2,0.7
11/18/1986,3,94.5,7.2,50.36304469,0.276059258,43.60247389,0.2,0.7
11/19/1986,12,2.25,6.9,28.66851955,0.178761302,39.21058143,0.8,0.7
11/20/1986,12,17.5,8.5,12.53363128,0.292384634,24.19749769,0.8,0.73
11/21/1986,12,5,8.5,11.30618715,0.307607333,23.31544407,0.8,0.73
11/22/1986,12,23.5,8.5,12.72997207,0.331514973,24.17761446,0.8,0.73
11/23/1986,12,67.75,8.5,47.02547765,0.262970352,42.54960412,0.8,0.73
11/24/1986,12,38.5,8.5,30.54235475,0.168818255,36.77812215,0.8,0.73
11/25/1986,12,52.75,8.5,39.33032682,0.121013933,39.64782906,0.8,0.73
11/26/1986,4.2,6.75,6.9,23.97946927,0.251000191,34.51966556,0.28,0.78
11/27/1986,4.2,0.5,6.9,9.820935754,0.185901337,20.69925157,0.28,0.78
11/28/1986,0,0,6.9,6.809480447,0.104001798,14.7676639,0,0.78
11/29/1986,4.2,0.25,6.9,5.151268156,0.343812294,10.02128847,0.28,0.78
11/30/1986,0,0,6.9,4.009751397,0.21516518,5.509313056,0,0.78
12/1/1986,4.2,6.5,6.9,3.556835196,0.011714715,3.172944571,0.28,0.78
12/2/1986,4.2,2.25,6.9,3.087150838,0.129220149,0.491615969,0.28,0.78
12/3/1986,3.3,16.5,7,7.247715084,0.15281269,19.21926575,0.22,0.75
12/4/1986,3.3,11.75,7,22.02528771,0.10388774,32.6768824,0.22,0.75
12/5/1986,3.3,20.25,7,17.41932402,0.059365532,29.06383405,0.22,0.75
12/6/1986,3.3,2.5,7,10.09272067,0.203976861,21.18074914,0.22,0.75
12/7/1986,3.3,5,7,7.184413408,0.074386129,15.56225606,0.22,0.75
12/8/1986,3.3,27.25,7,13.26220391,0.067179977,25.00297603,0.22,0.75
12/9/1986,3.3,3.25,7,9.703734637,0.081504778,20.55105665,0.22,0.75
12/10/1986,4.3,0.5,7.2,6.893396648,0.132049569,14.95034774,0.27,0.74
12/11/1986,4.3,16.75,7.2,8.890340782,0.082063347,18.99342382,0.27,0.74
12/12/1986,4.3,4.5,7.2,6.770513966,0.132687461,14.47162267,0.27,0.74
12/13/1986,4.3,9.75,7.2,9.593170391,0,20.07430598,0.27,0.74
12/14/1986,4.3,0.58730762,7.2,6.54677095,0.110394344,14.09671685,0.27,0.74
12/15/1986,4.3,23.93800343,7.2,12.09496927,0.188236775,24.50000039,0.27,0.74
12/16/1986,4.3,9.75,7.2,8.544117318,0.137734192,18.37620006,0.27,0.74
12/17/1986,10.4,29,7.1,16.13614525,0.077831329,30.21642547,0.53,0.77
12/18/1986,10.4,24.25,7.1,19.23976257,0.082265289,31.41244002,0.53,0.77
12/19/1986,10.4,6.75,7.1,10.35379609,0.12666599,21.5904115,0.53,0.77
12/20/1986,10.4,6,7.1,7.504416201,0.068038065,16.273403,0.53,0.77
12/21/1986,10.4,3,7.1,5.991284916,0,12.56722501,0.53,0.77
12/22/1986,10.4,0.75,7.1,4.625748603,0,8.108436462,0.53,0.77
12/23/1986,10.4,0.75,7.1,3.77698324,0.093281724,4.350450886,0.53,0.77
12/24/1986,2.1,10.75,4.3,3.618326816,0.144035557,3.040972997,0.01,0.31
12/25/1986,2.1,36,4.3,23.97243017,0.082448849,34.66224511,0.01,0.31
12/26/1986,2.1,4.75,4.3,8.06098324,0.103325423,17.58638297,0.01,0.31
12/27/1986,2.1,4.25,4.3,5.820159218,0.204018898,12.12598171,0.01,0.31
12/28/1986,2.1,17.75,4.3,8.842625698,0.089772947,18.90701322,0.01,0.31
12/29/1986,2.1,69.25,4.3,34.27494134,0.178602067,42.13173855,0.01,0.31
12/30/1986,2.1,73.75,4.3,76.05877374,0.215667646,47.69649751,0.01,0.31
12/31/1986,6.2,6.75,6.9,12.88103631,0.213853037,25.23377358,0.41,0.72
1/1/1987,6.2,27,6.9,20.60127654,0.162515315,31.27755167,0.41,0.72
1/2/1987,6.2,20,6.9,15.31339944,0.036745818,27.41507924,0.41,0.72
1/3/1987,6.2,0.25,6.9,8.556812849,0.248850809,18.55267905,0.41,0.72
1/4/1987,6.2,54.25,6.9,31.40291061,0.106032878,39.45865519,0.41,0.72
1/5/1987,6.2,15,6.9,13.39732961,0.168639925,25.39297146,0.41,0.72
1/6/1987,6.2,0.25,6.9,8.373142458,0.294818438,18.20302089,0.41,0.72
1/7/1987,0,0,6.6,5.993120112,0.118295076,12.62037468,0,0.73
1/8/1987,0,0,6.6,4.591357542,0.147089253,7.977126921,0,0.73
1/9/1987,4.860701545,0.75,6.6,3.741812849,0,4.194047899,0.14,0.73
1/10/1987,5.217447511,0.25,6.6,2.975329609,0.012354442,-0.111658766,0.14,0.73
1/11/1987,0,0,6.6,2.458231844,0.004479163,-3.995566689,0,0.73
1/12/1987,0,0,6.6,2.210782123,0,-6.086000313,0,0.73
1/13/1987,0,0,6.6,1.952421788,0,-8.43486544,0,0.73
1/14/1987,0,0,7.5,1.783332402,0.00839048,-10.96460167,0,0.88
1/15/1987,0,0,7.5,1.670103352,0.011182677,-12.15351105,0,0.88
1/16/1987,0,0,7.5,1.51652514,0.003104959,-14.30115991,0,0.88
1/17/1987,0,0,7.5,1.392888268,0,-16.23285495,0,0.88
1/18/1987,0,0,7.5,1.318952514,0.008211947,-17.50243282,0,0.88
1/19/1987,6.6,6.5,7.5,1.426550279,0.061404552,-16.10348271,0.14,0.88
1/20/1987,6.6,16.5,7.5,3.184918994,0.198102434,1.027497607,0.14,0.88
1/21/1987,8.613168392,0.75,6.8,2.525731844,0.215169591,-3.468072787,0.14,0.83
1/22/1987,0,0,6.8,2.311868715,0.10216446,-5.296148488,0,0.83
1/23/1987,0,0,6.8,2.061653631,0.12216764,-7.633584003,0,0.83
1/24/1987,15.52337034,0.25,6.8,1.919865922,0.079498484,-9.211596137,0.14,0.83
1/25/1987,0,0,6.8,1.783432961,0.0523496,-10.76141897,0,0.83
1/26/1987,15.55752544,5.25850271,6.8,1.64853352,0.09432937,-12.46266875,0.14,0.83
1/27/1987,0,0,6.8,1.520748603,0,-14.25688319,0,0.83
1/28/1987,0,0,6.9,1.40998324,0.17823714,-15.95127589,0,0.85
1/29/1987,1.6,0.25,6.9,1.315659218,0.018371343,-17.53441921,0.14,0.85
1/30/1987,0,0,6.9,1.254670391,0.209943809,-18.67324128,0,0.85
1/31/1987,0,0,6.9,1.235916201,0.320653326,-18.69297876,0,0.85
2/1/1987,1.6,4.5,6.9,1.152301676,0.035576538,-20.79744789,0.14,0.85
2/2/1987,1.6,8,6.9,1.502120112,0.149891617,-14.55156837,0.14,0.85
2/3/1987,1.6,4.25,6.9,1.821041899,0.300096689,-10.39214565,0.14,0.85
2/4/1987,1.3,0.5,6.1,1.539251397,0.150324643,-13.99092385,0.08,0.65
2/5/1987,1.3,14.75,6.1,3.191832402,0.129253397,1.938262161,0.08,0.65
2/6/1987,1.3,20.5,6.1,11.07399721,0.328797912,23.88467163,0.08,0.65
2/7/1987,1.3,6.902591525,6.1,5.207002793,0.288527541,10.20252597,0.08,0.65
2/8/1987,1.3,24.22729281,6.1,13.12825978,0.107388814,25.56071281,0.08,0.65
2/9/1987,1.3,38.43389854,6.1,25.95232961,0.101477533,34.75284803,0.08,0.65
2/10/1987,1.3,16.25,6.1,19.10202235,0.21453711,30.6578617,0.08,0.65
2/11/1987,1.120770893,3.75,6.3,8.58677933,0.185643383,18.6750332,0.14,0.76
2/12/1987,0,0,6.3,5.660572626,0.398581857,11.73520317,0,0.76
2/13/1987,3.927149748,1.75,6.3,4.143268156,0.277384451,6.123274933,0.14,0.76
2/14/1987,4.205914064,2,6.3,3.302723464,0.349058444,1.881516815,0.14,0.76
2/15/1987,12.77104426,0.25,6.3,2.723480447,0.366397377,-1.916388842,0.14,0.76
2/16/1987,0,0,6.3,2.334167598,0.352465991,-5.039111183,0,0.76
2/17/1987,0,0,6.3,2.02200838,0.32415309,-8.043083561,0,0.76
2/18/1987,0,0,6.4,1.853572626,0.44364773,-9.906514089,0,0.62
2/19/1987,0,0,6.4,1.699969274,0.234153906,-11.81087682,0,0.62
2/20/1987,0,0,6.4,1.554837989,0.113466284,-13.73108666,0,0.62
2/21/1987,3.745300594,0.25,6.4,1.424287709,0.392863699,-15.71729414,0.14,0.62
2/22/1987,0,0,6.4,1.319907821,0.327521061,-17.49020366,0,0.62
2/23/1987,4.498666894,4.25,6.4,1.229203911,0.029790559,-19.10367055,0.14,0.62
2/24/1987,0,0,6.4,1.15951676,0.097849179,-20.49717997,0,0.62
2/25/1987,0,0,6.5,1.118011173,0.263425845,-21.37592651,0,0.82
2/26/1987,2.3,23.5,6.5,2.803374302,0.106477188,1.512584,0.14,0.82
2/27/1987,2.3,12.75,6.5,5.887156425,0.189127217,12.50297307,0.14,0.82
2/28/1987,2.3,3,6.5,4.390868715,0.493221631,7.264606608,0.14,0.82
3/1/1987,2.3,39.5,6.5,11.86577095,0.22175795,21.81550971,0.14,0.82
3/2/1987,2.3,1.25,6.5,14.81178771,0.812790247,29.42209237,0.14,0.82
3/3/1987,0,0,6.5,6.281497207,0.174116322,13.64914082,0,0.82
3/4/1987,4.1,5.150683755,6.4,4.36877095,0.21478881,7.094680267,0.35,0.81
3/5/1987,0,0,6.4,3.490064246,0.41245211,2.890030385,0,0.81
3/6/1987,4.1,3.622584805,6.4,2.990664804,0.174581111,-0.137669982,0.35,0.81
3/7/1987,0,0,6.4,2.619854749,0,-2.7015819,0,0.81
3/8/1987,0,0,6.4,2.256963687,0,-5.728290721,0,0.81
3/9/1987,4.1,11.93746175,6.4,1.983821229,0,-8.462235661,0.35,0.81
3/10/1987,4.1,2.695555875,6.4,1.823958101,0,-10.28276653,0.35,0.81
3/11/1987,4.4,2.69555588,5.8,1.694865922,0.168405278,-11.87836719,0.35,0.91
3/12/1987,4.4,4.41718103,5.8,1.636893855,0.485277075,-12.69209356,0.35,0.91
3/13/1987,4.4,1.191894335,5.8,1.564717877,0.085893355,-13.59204827,0.35,0.91
3/14/1987,4.4,4.983567935,5.8,1.553706704,0.320130247,-13.9850149,0.35,0.91
3/15/1987,4.4,1.179675635,5.8,1.869662011,0.266267007,-9.862020019,0.35,0.91
3/16/1987,4.4,1.424854915,5.8,1.883689944,0.474514558,-9.751348126,0.35,0.91
3/17/1987,4.4,19.78879293,5.8,5.477530726,0.238747313,11.01461464,0.35,0.91
3/18/1987,5.9,12.55145511,6.1,5.680960894,0.288880668,12.36275083,0.39,0.81
3/19/1987,5.9,9.320050675,6.1,3.84222067,0.270771266,4.734778761,0.39,0.81
3/20/1987,5.9,3.482980965,6.1,3.193793296,0.183042863,1.160194724,0.39,0.81
3/21/1987,5.9,8.72635027,6.1,2.893097765,0.245265166,-0.78822049,0.39,0.81
3/22/1987,5.9,6.01251719,6.1,3.219611732,0.198202101,1.003008235,0.39,0.81
3/23/1987,5.9,17.99061725,6.1,15.74426816,0.460068646,29.12536473,0.39,0.81
3/24/1987,5.9,2.75,6.1,9.749212291,0.190120473,20.42204225,0.39,0.73
3/25/1987,11.4,2.60585984,6.3,8.705740223,0.666228552,18.80078512,0.81,0.73
3/26/1987,11.4,42.56682873,6.3,19.40125978,0.245976474,29.88315793,0.81,0.73
3/27/1987,11.4,34.09627682,6.3,41.83994413,0.20358414,40.73964183,0.81,0.73
3/28/1987,11.4,11.97368013,6.3,12.03365363,0.360165984,23.83615266,0.81,0.73
3/29/1987,11.4,5.1164516,6.3,7.892371508,0.827835186,17.1380932,0.81,0.73
3/30/1987,11.4,1.28690721,6.3,6.192075419,0.64338833,13.19972839,0.81,0.73
3/31/1987,11.4,11.63061475,6.3,5.343988827,0.446937677,10.39260485,0.81,0.73
4/1/1987,1,7.693090515,6.4,6.571206704,0.35640539,13.93970942,0.07,0.76
4/2/1987,1,7.940147525,6.4,5.533164804,0.407115555,11.03239062,0.07,0.76
4/3/1987,1,0.42834141,6.4,5.076829609,0.597674332,9.802544949,0.07,0.76
4/4/1987,1,44.85958442,6.4,15.21520391,0.089489465,28.69530251,0.07,0.76
4/5/1987,1,1.71524862,6.4,12.5084162,1.126829347,24.969468,0.07,0.76
4/6/1987,1,1.03460649,6.4,7.086142458,0.471292942,15.51839828,0.07,0.76
4/7/1987,1,7.5,6.4,5.685134078,0.295359095,11.591107,0.07,0.76
4/8/1987,1.7,8.25,6.2,6.321695531,0.464707085,13.37142574,0.13,0.74
4/9/1987,1.7,8,6.2,5.648053073,0.608756928,11.38490297,0.13,0.74
